#source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,l,b
5907070763611393280,226.9071540012413,0.2569340622535742,-46.054430902386216,0.13265500930548643,6.660852522470085,0.23394428612939988,326.21358180366525,10.570323854114491
6092449935885593600,215.14581105205627,0.7364043454817799,-47.925197282795,0.24095327117585155,6.662774841540122,0.43923944846659413,318.00885000379293,12.31981889453427
6170461007427192320,208.12479364064555,0.5068466490663668,-33.37690642613574,0.18461212295866594,6.664180554743771,0.308877763606589,317.3214758997048,27.782913386023917
6222101976206268288,218.35563797756572,0.24168674317742203,-28.53864004953001,0.14799543724066655,6.665164687824983,0.23408962068696965,328.60269559371625,29.20016635885233
5898516116468162816,220.23693247941492,0.36299398219196055,-50.28021349457619,0.2695561413705522,6.66661188268058,0.39137889811737075,320.2347268968783,8.876145055805036
6204905167670803200,223.23832840728238,0.8742292534347871,-33.819512267358256,0.41792871249813474,6.6679303360538125,0.5832512415216871,330.0000468361769,22.587124150728545
5908287922980784384,224.75832744271216,0.4051271047051633,-43.83192262718814,0.23841499502292063,6.669889795656417,0.32218558613183035,325.98733644622297,13.254082793633085
5988601715473772032,238.12967239261957,0.5636382637216075,-44.27607036844772,0.1564694697880823,6.669928735497703,0.3957914056668143,333.79718070219843,7.4766026324156005
6096223872107387776,214.67211522461406,0.31426462560974194,-45.97055946128759,0.7359486195324819,6.6712381503339735,0.9618332158042932,318.38632680726397,14.26666115445997
5894058696329138560,223.16633759643705,0.16173967529341904,-53.27699273020963,0.16304343617252903,6.672731312757577,0.2476738289461544,320.574799425545,5.390899081426799
6211041267187457152,229.28647170120573,0.2963064766999395,-31.045547705632693,0.20442852843145273,6.675406987758925,0.25216774405552606,336.27145490341707,22.232252369393134
6168738107065672704,203.71268098491666,0.5050476422443535,-32.278975765659425,0.18038887207497611,6.675496614737592,0.38459918353166894,313.49230965951233,29.700992261179394
5904987257799222400,224.77203819812254,0.6179611930704167,-47.957671850231876,0.3328020121978271,6.677267581374488,0.515890794177057,323.97494003633955,9.630134282171877
6225246167145206656,224.22250098405408,0.5739536170333581,-27.802391867271627,0.5988936376052271,6.678029854959945,0.850305715458883,334.15367128331746,27.357440567573747
6116432792745070976,213.89858655835314,0.3512732460273798,-38.95976093173028,0.18605948398773392,6.678472139391411,0.27437562178094044,320.3367289324403,21.0509631633656
6006128549294125568,232.20919039203616,0.3017307387030672,-39.80758607843255,0.1801507222347771,6.679747489976205,0.25851325689578875,333.02009421121926,13.695577142167194
6107618420342532480,209.26564191575775,0.31460143208209196,-45.10347232500659,0.12499597304893138,6.682814877317641,0.23159920325513747,314.91590536207,16.235790765612617
5898020271085157888,218.1686129737399,0.4556212560450379,-51.49982049029147,0.24789032647858195,6.684464841332971,0.27671917405321045,318.53252983662287,8.279254064755948
5994339070229508608,240.41009192104676,0.5156527214524264,-44.15782608445807,0.17755369426696835,6.685552373458955,0.6533534435333641,335.1266458154254,6.505121253332528
6006380303098358912,232.59471340609886,0.3073586175303136,-38.31729016652165,0.18873534217817214,6.686695905078595,0.31508505142565096,334.1692683623572,14.729802343270546
6012569935086100352,234.00614997193944,0.32996419652233644,-36.92241343206564,0.22687790658538923,6.6868597051890815,0.25505168638734577,335.95981175330945,15.180173914762307
5999199770616457472,230.21701399048348,0.41764163823664474,-46.30028228249544,0.2904477237999119,6.686977677825328,0.5211658890605639,328.0587489011578,9.15342324490858
6118958302232595072,218.87590945549215,0.3130933766732047,-35.45411345192521,0.19982578291135641,6.68978774449196,0.2681615224975188,325.73056879270985,22.768638432019824
5899053777654151040,216.9510020771339,0.28700184476346025,-50.62383793553683,0.22074059819925634,6.690394687085331,0.3098141382204015,318.14867640362763,9.378800250377656
6164556458185858560,204.55495319009137,0.2613819959422085,-35.397317511045685,0.23729782798855872,6.690878252917887,0.38147806636709375,313.57257844347316,26.505964532369333
6220040529343704192,217.8920946913653,1.0431066389432888,-31.15485004710104,0.2880880910520653,6.69187385063985,0.8847508717547471,326.91367616543994,27.012232839674414
6101434354629879808,221.8423010204366,0.35195376199608297,-41.95022234095503,0.16370954986769395,6.694498276527332,0.2638412226403938,324.9396924010594,15.914050492893258
6094299211362369024,209.46105860377384,0.822514127837616,-48.12169414596977,0.3960335355016566,6.705991111797705,0.2564365054711774,314.2336370970153,13.28748422548924
5908015553337755776,222.70782206250757,0.43976337008673183,-44.39611072189625,0.1583345773071501,6.706446041194433,0.46877416118128445,324.3791920851573,13.44693674430822
6002437248244751744,232.61213180834042,0.5031412158896827,-41.498594598258684,0.2437179125882508,6.708353991646242,0.31338227846049016,332.26647010344954,12.142059477183524
5999580270358070144,233.1545516420341,0.3232429665390129,-45.00063023115659,0.168369052369609,6.709511770094068,0.23512183460645447,330.5180795052095,9.065113221404241
6097006071551742080,212.7054160541516,0.4531514180308979,-44.5819250485618,0.27074828163004755,6.710022365441723,0.43371671099941816,317.5033881431796,16.032126548850382
6097014283529197312,212.26476496775754,2.359576794798822,-44.64572978386404,0.9821523706600102,6.711087059826961,0.40233025888536383,317.1725244627861,16.06905666081041
5995740329077121792,237.33275713807438,0.3333884186273867,-41.985101144796744,0.1787520302751074,6.711367531942782,0.25588309249472574,334.8139710905934,9.615693942525136
6097353585946024192,213.5837817860493,0.36258734625879224,-44.299563173586215,0.14660123427609212,6.711756596200294,0.2975550218187776,318.215792383415,16.098165894881003
6103310843020055040,216.7610488690001,0.30187549816536763,-41.89761447421857,0.1517822992707016,6.714157610201433,0.24926808894115993,321.3689364035738,17.52587005374081
5899402872597202048,219.35046779555162,0.5736266223676386,-49.46297330819743,0.15729813155146705,6.714842295106187,0.4389118494571998,320.04463330905503,9.85547541162097
6007365671674723840,230.46699669813583,0.5053606165145529,-37.54886145921089,0.2955108584425396,6.718998092033488,0.6402463781204811,333.2071530972526,16.325833359951652
6124695931863442304,213.00257718548596,0.2893853617434872,-31.42856954491651,0.14536139400068504,6.720189056834825,0.2592688285261413,322.44129401598065,28.3725863824658
6199638369536330112,228.05943231927185,0.24524830519620622,-36.85262288218159,0.17190212187466436,6.72124457439034,0.2581455326891431,331.9373707652053,17.965904488277495
6103489548024406144,217.85538132452888,0.2927561800723647,-40.59567658268911,0.20165913783628153,6.723789715847123,0.3225108843603171,322.69645009826195,18.407563465813816
5908459859111626880,224.11721285680173,0.19290868991650753,-43.871700800614654,0.25331423696132227,6.72764578594322,0.40515817907389395,325.5506463459134,13.44061639373058
6172743559206124672,210.83510693143626,0.32693249781582506,-30.14618156234048,0.14697715887438942,6.73023612338395,0.2398671783417434,320.9180692699334,30.201944842935436
5895421369193085568,214.8565058416435,0.42356164216416703,-55.62392412694308,0.19279110361861576,6.730348624306708,0.30018997105853346,315.19130817254927,5.139471610527912
6221455806967283712,215.8993473391528,0.6527465904294443,-28.981487753689752,0.2323939184335052,6.730865493530197,0.6263601498231579,326.1449767944961,29.70285852266216
6172381854240936960,211.78086783117087,0.29216902393382954,-31.400414175594275,0.3951149139629233,6.73220312584884,0.2903124671282748,321.33524732957704,28.752299558149314
6110844627974115072,210.6849290608454,0.6135300210506693,-41.409568596966764,0.3017193563613162,6.733141936678413,0.5001210581556002,317.02880737299665,19.50220233888621
5907651340111258112,223.66466895417787,0.47663857040541874,-45.83607728146455,0.23090203477218357,6.7369872608126595,0.3793607538512114,324.3137432044236,11.857834192688507
6225443529481522688,223.07628558213,0.21114037676825395,-27.139240783776312,0.19065416616414568,6.7378955371773905,0.2507954430301997,333.55440117777704,28.44992538851562
5988031584334521600,236.92321762698666,0.268715528188446,-46.01562994213545,0.1681502872394479,6.738121354754701,0.24621768486903076,332.02654423642974,6.662792656365427
6008397151023157632,237.52580863304388,0.37433605184703306,-39.639183236740124,0.2034525362634772,6.7390389931096895,0.5776580095967211,336.4441592201779,11.334769020311485
6091275863622492032,215.96012437300902,0.2656671750591484,-50.003608314562356,0.2110215811304082,6.7413495924996445,0.31910016508733163,317.7775267644606,10.185811893911884
6223174309280695296,217.78381495668484,0.24550331163642253,-27.423174202016565,0.1524091515443106,6.744438122949382,0.24116160494576613,328.6408624365901,30.42415823878524
6007628695471150208,230.01196991136982,0.3678062185155948,-37.00114027275898,0.18568084568055962,6.748476600848852,0.3796091122942347,333.21747645496544,16.982340086932837
6205423896641622272,225.03271767621553,0.21798203234670932,-32.40829968956815,0.24112968284168534,6.749187923871905,0.34504353521014397,332.1784497499836,23.054672298276003
5899034845442097664,216.14125215943983,0.30549758309011427,-50.84579326844913,0.1951344812387094,6.749601055100717,0.24667471103399255,317.5830391816486,9.357648211928714
5903311052320880640,227.03461862800464,0.38769594800929846,-48.2955888457919,0.23977578262120294,6.750171998121624,0.3317215635021223,325.13878534514254,8.593651139797814
5890420859035993088,232.5515051371102,0.2567463425379314,-49.144605567460246,0.16602352835095982,6.750723963401804,0.2498569552684322,327.76773681461367,5.917562306103191
5896782220990898560,211.663970751848,0.5438562439583017,-54.00663450177336,0.5592134661267251,6.752458863733452,0.6945447894668725,313.9409093918796,7.249547540948837
6008985183582734080,234.93592484425403,0.48268117728222987,-39.495257536000935,0.13250926447025363,6.754669984648199,0.42810829666505745,334.94244347294125,12.694574151457852
6224021311191272960,225.62495641991947,0.391708060773007,-29.333833476331073,0.3393374542284718,6.7564583779964416,0.4782708260236482,334.4203049187941,25.40675419470435
5908389078054392320,225.21611578373958,0.9674127840321459,-43.52262794526908,0.22524232874688185,6.7573925495859495,0.8723045627263165,326.439193666511,13.363298080555822
5896280568813138432,215.71568190969643,0.31325483357282147,-53.49600998167602,0.16691092316267137,6.757514247498053,0.237457249895952,316.39287014380227,6.969348904796903
6110024770257915776,212.25106120671123,0.2661112131582565,-41.81320059824751,0.15793002817792082,6.7590085619505595,0.24866696377868544,318.08248223500317,18.765288786318727
6106570654478256384,220.01994264225212,0.28396336674113576,-36.92748781988572,0.26826988025187554,6.759941994905238,0.38497132350156316,325.9475673944178,21.041603785817067
5899085045016067712,216.19899710378226,0.35112831037455494,-50.69271187182224,0.13860008593384252,6.762882011776386,0.24211340555783545,317.6730171746252,9.48760442674779
5995469162019848576,238.30868386395287,1.6792389491971231,-42.49519859142283,0.19687973772138267,6.763583312596163,0.41528583494382204,335.0489446727289,8.762229824188779
6118023201952919424,213.4930283257907,0.7399170522244142,-36.75307191447787,0.24999153104724306,6.76651519888808,0.6166937582022239,320.82617013476835,23.234192586149977
5999723309948276096,231.49841834413812,0.3127564444202001,-45.021151271857136,0.18405225178358395,6.773189219390493,0.23022114374092179,329.5338782901981,9.719634432087112
5902274178497332864,227.2554712718787,0.3110354363921411,-49.996755373721925,0.2211491278983645,6.7784350197727905,0.3191177343294625,324.39553288161187,7.053301568137426
6091100697674128640,212.23163485953594,0.27544479493689034,-48.38404132092195,0.12372524493905773,6.779984953711222,0.2997511086584394,315.97347193788954,12.515761339721266
