










































































# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 28 10:17:07 2018
#
# COLUMN matchid:        User List Record
# COLUMN name_user:      User Name
# COLUMN ra_user:        User RA
# COLUMN dec_user:       User Dec
# COLUMN dist_user:      Match Distance
# COLUMN sourceid:       Source ID
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN hjdstart:       Start HJD [days]
# COLUMN hjdstop:        End HJD [days]
# COLUMN wasp_mag:       WASP-band [mag]
# COLUMN npts:           Points in Light Curve
# COLUMN tm_statnpts:    Points in Statistics Calculation
# COLUMN tm_median:      Median of Time Series [mag]
# COLUMN tm_stddevwrtmed: Std dev of Time Series wrt median [mag]
# COLUMN tm_range595:    5-95% range of Time Series[mag]
#
loc_rowid,matchid,name_user,ra_user,dec_user,dist_user,sourceid,ra,dec,hjdstart,hjdstop,wasp_mag,npts,tm_statnpts,tm_median,tm_stddevwrtmed,tm_range595
416,781,"212.0490865082082,-42.150134700970526",212.04909,-42.15013,0.00025863,1SWASP J140811.86-420900.1,212.049419,-42.150044,2453860.388380,2454688.226609,10.22227,24494,24494,1.021570e+01,6.053866e-02,5.424000e-02
417,782,"223.58604835939522,-28.348215708715255",223.58605,-28.34822,0.00021567,1SWASP J145420.71-282053.5,223.586294,-28.348200,2454178.493310,2454589.293322,6.91166,1032,1032,6.840743e+00,2.202322e-01,1.341410e-01
418,786,"218.5081040163254,-26.530549904043465",218.50810,-26.53055,0.00014317,1SWASP J143401.93-263150.4,218.508050,-26.530686,2453860.390116,2454688.226539,10.95160,13135,13135,1.095846e+01,1.407076e-01,8.854000e-02
419,787,"229.84368463774973,-36.69773265842414",229.84368,-36.69773,0.00013842,1SWASP J151922.44-364151.6,229.843514,-36.697692,2453872.264896,2454603.588194,8.02531,1996,1996,7.975108e+00,1.839677e-01,1.896710e-01
420,788,"215.34672863074493,-35.71957313800537",215.34673,-35.71957,0.00022435,1SWASP J142123.28-354310.4,215.347006,-35.719581,2453860.389850,2454688.226597,10.54704,11261,11261,1.054645e+01,9.401119e-02,9.167000e-02
421,789,"221.78339476859702,-31.666491210322366",221.78339,-31.66649,0.00017258,1SWASP J144708.06-313959.3,221.783592,-31.666475,2453860.390000,2454615.532083,11.12379,16794,16794,1.106755e+01,2.200973e-01,2.723400e-01
422,791,"227.04269529714423,-34.875877095693745",227.04270,-34.87588,0.00009564,1SWASP J150810.27-345233.0,227.042808,-34.875844,2453860.389884,2454615.532188,11.50140,13280,13280,1.150153e+01,7.158394e-02,5.819000e-02
423,792,"213.6894639772039,-38.381281417666806",213.68946,-38.38128,0.00010529,1SWASP J141445.49-382252.3,213.689558,-38.381208,2453862.257025,2454612.501863,8.87886,1980,1980,8.886797e+00,2.303031e-01,2.240100e-01
424,795,"235.87433084311027,-38.960859847523345",235.87433,-38.96086,0.00015653,1SWASP J154329.86-385738.6,235.874425,-38.960722,2453860.390752,2454687.230185,9.93841,10597,10597,9.938689e+00,2.991434e-01,4.129700e-02
425,799,"232.65344169391992,-37.69021747830271",232.65344,-37.69022,0.00015684,1SWASP J153036.85-374124.3,232.653572,-37.690103,2453888.419954,2454601.616042,8.08132,222,222,8.076790e+00,1.712591e+00,7.517320e-01
426,800,"233.06780444542116,-35.51732314280146",233.06780,-35.51732,0.00014857,1SWASP J153216.31-353102.1,233.067961,-35.517250,2453860.390914,2454603.588241,10.85982,10610,10610,1.086287e+01,3.068826e-01,1.458200e-01
427,801,"207.30076989887684,-41.18628615461597",207.30077,-41.18629,0.00022737,1SWASP J134912.13-411110.0,207.300558,-41.186128,2453860.388356,2454688.226238,10.50952,13721,13721,1.051155e+01,4.100945e-02,2.919000e-02
428,802,"226.39136128600407,-43.85193491579247",226.39136,-43.85193,0.00023838,1SWASP J150533.99-435106.5,226.391644,-43.851808,2453862.256852,2454615.531921,10.01024,8052,8052,1.000942e+01,7.994158e-02,3.760800e-02
429,803,"223.57847946949926,-41.99265657317403",223.57848,-41.99266,0.00012935,1SWASP J145418.79-415933.3,223.578328,-41.992597,2453862.256933,2454615.531910,11.79862,8542,8542,1.179502e+01,6.777942e-02,6.682000e-02
430,804,"209.65010928047602,-37.95729807518805",209.65011,-37.95730,0.00009507,1SWASP J135836.02-375725.9,209.650092,-37.957206,2453860.222801,2454688.226262,11.18403,14227,14227,1.118553e+01,2.587643e-01,4.519000e-02
431,805,"228.34688047873615,-30.707689162427922",228.34688,-30.70769,0.00015202,1SWASP J151323.28-304227.3,228.347025,-30.707603,2454148.500069,2454615.402685,9.15124,7175,7175,9.058225e+00,1.600487e-01,3.383520e-01
432,806,"229.65640341754997,-40.83472106312197",229.65640,-40.83472,0.00009499,1SWASP J151837.55-405004.7,229.656489,-40.834653,2453862.256968,2454615.532095,8.85815,2671,2671,8.868764e+00,9.095235e-02,8.842200e-02
433,807,"218.01784039810724,-30.059288392324593",218.01784,-30.05929,0.00014576,1SWASP J143204.31-300333.0,218.017958,-30.059186,2453860.390035,2454688.226620,10.84761,13140,13140,1.085109e+01,1.473198e-01,1.494500e-01
434,808,"230.743708075979,-45.15533274951465",230.74371,-45.15533,0.00024395,1SWASP J152258.56-450918.7,230.744000,-45.155197,2453862.256759,2454615.531956,9.96472,8545,8545,9.966336e+00,6.813532e-02,4.857100e-02
435,812,"219.632965855651,-31.917598316763232",219.63297,-31.91760,0.00005995,1SWASP J143831.89-315503.3,219.632900,-31.917608,2453860.389988,2454612.508183,8.58668,16604,16604,8.574578e+00,2.924756e-01,1.857040e-01
436,814,"224.33167482248157,-36.20772358638108",224.33167,-36.20772,0.00013658,1SWASP J145719.62-361227.4,224.331772,-36.207611,2453860.389861,2454615.532083,10.41100,13306,13306,1.041253e+01,2.696639e-01,9.880000e-02
437,815,"208.22620107173978,-43.8719464985165",208.22620,-43.87195,0.00013179,1SWASP J135254.32-435218.7,208.226342,-43.871867,2453860.402998,2454688.226424,9.53256,11536,11536,9.535872e+00,8.174269e-02,2.907700e-02
438,819,"227.76864328363033,-32.858553217822504",227.76864,-32.85855,0.00021089,1SWASP J151104.53-325130.5,227.768883,-32.858497,2453860.389942,2454615.532234,11.74643,12413,12413,1.174610e+01,8.838527e-02,1.551200e-01
439,820,"230.24190742973923,-42.889355342162446",230.24191,-42.88936,0.00011815,1SWASP J152058.02-425321.6,230.241753,-42.889333,2453862.256875,2454615.532037,9.36064,6413,6413,9.363980e+00,5.912686e-02,4.444500e-02
440,821,"226.97718803992274,-45.25591630396178",226.97719,-45.25592,0.00008975,1SWASP J150754.49-451521.1,226.977072,-45.255886,2453862.256782,2454615.531887,10.79389,8544,8544,1.078195e+01,9.100677e-02,1.924300e-01
441,822,"217.7464349908662,-37.30564523358833",217.74643,-37.30565,0.00024290,1SWASP J143059.21-371820.0,217.746717,-37.305567,2453860.389815,2454688.226829,10.89689,11290,11290,1.089927e+01,3.005073e-01,9.071000e-02
442,826,"224.05011247108462,-45.11744408765284",224.05011,-45.11744,0.00014491,1SWASP J145612.06-450702.4,224.050253,-45.117336,2453862.256794,2454615.531817,9.48859,7649,7649,9.488853e+00,1.004165e-01,5.012700e-02
443,827,"211.41187949231988,-40.34229175456929",211.41188,-40.34229,0.00014483,1SWASP J140538.89-402032.1,211.412069,-40.342275,2453860.388449,2454688.226493,11.77813,24488,24488,1.177197e+01,6.718812e-02,1.249900e-01
444,828,"224.17756017049052,-24.00582233050999",224.17756,-24.00582,0.00020601,1SWASP J145642.56-240021.1,224.177339,-24.005861,2453860.390162,2454615.471655,11.36105,9509,9509,1.136524e+01,4.405280e-02,4.313000e-02
445,829,"234.6519618758486,-38.830125936383375",234.65196,-38.83013,0.00012740,1SWASP J153836.43-384948.3,234.651808,-38.830083,2453860.390775,2454687.230093,10.86836,10625,10625,1.087065e+01,3.021053e-01,5.283000e-02
446,830,"211.07242636272053,-37.18553430095994",211.07243,-37.18553,0.00024980,1SWASP J140417.44-371107.4,211.072700,-37.185403,2453860.222847,2454688.226331,10.40196,17080,17080,1.042193e+01,7.637976e-02,4.336000e-02
447,831,"226.22521840594192,-35.954209428038766",226.22522,-35.95421,0.00011250,1SWASP J150454.06-355714.8,226.225286,-35.954111,2453860.404572,2454615.532141,9.38317,10839,10839,9.382285e+00,4.475515e-02,3.400100e-02
448,832,"215.3073357753021,-45.158623994096075",215.30734,-45.15862,0.00015263,1SWASP J142113.81-450930.9,215.307550,-45.158583,2453860.389456,2454688.225394,11.38075,10156,10156,1.140397e+01,1.032372e-01,3.204400e-01
449,833,"217.7437313148026,-37.47570974340767",217.74373,-37.47571,0.00017104,1SWASP J143058.46-372832.0,217.743608,-37.475569,2453860.389803,2454688.226840,10.57287,11296,11296,1.057293e+01,3.079295e-01,9.441000e-02
450,834,"227.2279099046058,-43.05393244927682",227.22791,-43.05393,0.00015760,1SWASP J150854.73-430313.7,227.228056,-43.053814,2453862.256887,2454615.531968,9.74460,6946,6946,9.720595e+00,8.676857e-02,1.478470e-01
451,835,"230.1107712939531,-44.30768470473124",230.11077,-44.30768,0.00009877,1SWASP J152026.55-441827.6,230.110633,-44.307692,2453862.256806,2454615.531979,9.09023,4986,4986,9.096087e+00,8.561728e-02,5.581300e-02
452,838,"232.86561221793806,-37.17445399977786",232.86561,-37.17445,0.00015239,1SWASP J153127.70-371027.9,232.865422,-37.174422,2453860.390868,2454603.588194,10.84390,10622,10622,1.084609e+01,3.002545e-01,5.628000e-02
453,839,"209.8440460733322,-31.743954623821914",209.84405,-31.74395,0.00020035,1SWASP J135922.62-314437.9,209.844267,-31.743872,2453860.424190,2454688.224479,8.05313,5948,5948,8.074958e+00,1.724853e-01,5.483210e-01
454,841,"224.2142690368277,-28.015199202031617",224.21427,-28.01520,0.00026578,1SWASP J145651.49-280054.4,224.214556,-28.015117,2454148.500486,2454615.532199,10.72926,9972,9972,1.073690e+01,1.024005e-01,1.951200e-01
455,842,"218.07979118895753,-28.09269854470635",218.07979,-28.09270,0.00015457,1SWASP J143219.17-280533.2,218.079883,-28.092569,2453860.390081,2454688.226551,11.57610,13133,13133,1.158935e+01,1.463546e-01,1.175700e-01
456,843,"234.60743780050575,-37.507071624050745",234.60744,-37.50707,0.00013951,1SWASP J153825.78-373024.9,234.607425,-37.506931,2453860.390822,2454687.230069,10.04499,10624,10624,1.004580e+01,2.973031e-01,3.546000e-02
457,846,"221.2690209015815,-42.145540519517006",221.26902,-42.14554,0.00011976,1SWASP J144504.59-420843.6,221.269131,-42.145453,2453860.396632,2454615.531840,9.42373,15476,15476,9.427206e+00,7.610993e-02,1.448290e-01
458,848,"231.90847655698124,-42.97328499773288",231.90848,-42.97328,0.00007206,1SWASP J152738.05-425823.6,231.908558,-42.973236,2454515.481551,2454615.242905,11.18846,379,379,1.118422e+01,5.280727e-02,1.314200e-01
459,849,"229.77245891542748,-36.3623872187029",229.77246,-36.36239,0.00014310,1SWASP J151905.41-362144.2,229.772578,-36.362283,2453860.389815,2454615.532211,9.43426,14590,14590,9.472631e+00,6.809326e-02,6.575400e-02
460,856,"214.71254138916322,-37.32999444412355",214.71254,-37.32999,0.00010003,1SWASP J141850.98-371947.8,214.712417,-37.329969,2453872.264653,2454601.569942,8.22057,439,439,8.229151e+00,3.651394e-01,3.860390e-01
461,858,"224.92452784331223,-35.19605522705077",224.92453,-35.19606,0.00002700,1SWASP J145941.88-351145.7,224.924531,-35.196033,2453860.389884,2454615.532118,11.26069,13254,13254,1.125915e+01,2.368875e-01,1.778200e-01
462,866,"229.6120706340229,-37.6340286862304",229.61207,-37.63403,0.00010880,1SWASP J151826.90-373802.1,229.612106,-37.633925,2453860.389769,2454615.532176,10.94681,14775,14775,1.098914e+01,6.191267e-02,1.057300e-01
463,868,"220.30497231676333,-28.418682392904245",220.30497,-28.41868,0.00013088,1SWASP J144113.21-282507.6,220.305047,-28.418792,2453860.390081,2454615.532060,9.90130,13126,13126,9.894682e+00,1.485656e-01,8.664400e-02
464,869,"213.2146205532967,-35.78787940523701",213.21462,-35.78788,0.00024682,1SWASP J141251.47-354717.1,213.214475,-35.788097,2453860.389826,2454688.226435,10.51192,10435,10435,1.050994e+01,9.215393e-02,8.505000e-02
465,872,"228.32294212024686,-34.11047152044517",228.32294,-34.11047,0.00013713,1SWASP J151317.50-340637.2,228.322933,-34.110333,2453860.389896,2454615.532234,10.83916,13293,13293,1.083776e+01,4.629811e-02,4.687000e-02
466,873,"224.31624274062358,-25.12820710118745",224.31624,-25.12821,0.00024251,1SWASP J145715.95-250741.2,224.316494,-25.128133,2454148.500567,2454615.532222,9.67592,9424,9424,9.753001e+00,1.591979e-01,3.602390e-01
467,875,"220.64969126265768,-32.34371963291038",220.64969,-32.34372,0.00020937,1SWASP J144235.96-322036.8,220.649847,-32.343558,2453860.389988,2454612.508206,11.49971,10621,10621,1.150033e+01,3.134461e-01,9.022000e-02
468,876,"204.4115660226522,-34.30651331217801",204.41157,-34.30651,0.00025263,1SWASP J133738.84-341823.1,204.411858,-34.306425,2453860.228738,2454662.265995,8.93048,3754,3754,8.929491e+00,5.175884e-01,4.216100e-02
469,877,"224.08893664815807,-25.3354574676753",224.08894,-25.33546,0.00027315,1SWASP J145621.28-252007.0,224.088700,-25.335294,2454148.500579,2454615.532211,11.67981,9947,9947,1.180313e+01,1.908765e-01,4.320200e-01
470,879,"216.1415277673972,-42.59400902868339",216.14153,-42.59401,0.00010502,1SWASP J142433.97-423538.0,216.141564,-42.593908,2453860.389583,2454688.220046,9.63223,8545,8545,9.620818e+00,3.893945e-02,4.534700e-02
471,882,"220.86052038350223,-26.841697508050665",220.86052,-26.84170,0.00027202,1SWASP J144326.59-265030.3,220.860814,-26.841772,2453860.390116,2454615.532095,9.99148,13123,13123,9.985442e+00,1.491421e-01,8.599400e-02
472,883,"213.5611982622356,-41.888850334067484",213.56120,-41.88885,0.00016769,1SWASP J141414.69-415319.2,213.561247,-41.888686,2453860.389595,2454574.669514,8.81199,6766,6766,8.796653e+00,5.198366e-02,5.048100e-02
473,889,"218.59160707290837,-44.30251418288849",218.59161,-44.30251,0.00015016,1SWASP J143421.99-441808.5,218.591636,-44.302361,2453862.256817,2454574.669329,8.57192,2068,2068,8.567163e+00,9.793382e-02,1.434990e-01
474,891,"205.39332332603115,-38.60248757143526",205.39332,-38.60249,0.00013955,1SWASP J134134.38-383608.4,205.393286,-38.602353,2453860.222697,2454688.225984,10.48869,26155,26155,1.048848e+01,1.984809e-01,5.163000e-02
475,892,"209.06410023341522,-38.66305891790831",209.06410,-38.66306,0.00005755,1SWASP J135615.40-383946.9,209.064167,-38.663036,2453872.268692,2454601.496956,7.81215,323,323,7.857421e+00,1.705914e+00,1.832310e+00
476,893,"212.39934794235756,-44.36711290417037",212.39935,-44.36711,0.00018210,1SWASP J140935.79-442201.2,212.399147,-44.367000,2453860.388287,2454662.266829,9.43544,21865,21862,9.432544e+00,2.408038e-01,9.853700e-02
477,894,"214.79253035509618,-39.00754222285565",214.79253,-39.00754,0.00011306,1SWASP J141910.19-390026.7,214.792483,-39.007433,2453860.389722,2454688.226678,11.82789,21400,21400,1.182317e+01,7.671407e-02,7.099000e-02
478,895,"223.97179107339204,-39.72906763711291",223.97179,-39.72907,0.00013891,1SWASP J145553.25-394344.2,223.971914,-39.728969,2453862.257037,2454615.531991,9.51819,16802,16802,9.513502e+00,2.310152e-01,6.489900e-02
479,897,"215.03458748859134,-28.04911974605918",215.03459,-28.04912,0.00014462,1SWASP J142008.33-280256.5,215.034728,-28.049042,2453872.265312,2454600.562060,7.01209,639,639,6.963856e+00,6.629050e-01,5.810210e-01
480,898,"223.87534795530345,-37.16160365377205",223.87535,-37.16160,0.00007337,1SWASP J145530.06-370941.6,223.875272,-37.161561,2453872.270266,2454600.561991,7.88470,118,118,7.861282e+00,2.647312e+00,3.127918e+00
481,899,"238.0782829558184,-39.51611570073915",238.07828,-39.51612,0.00015021,1SWASP J155218.81-393057.5,238.078386,-39.515994,2453864.452407,2454266.351412,8.48129,378,378,8.441555e+00,1.601480e+00,1.107438e+00
482,900,"228.53132355705927,-41.06017055871098",228.53132,-41.06017,0.00015212,1SWASP J151407.54-410336.1,228.531444,-41.060050,2453862.256956,2454615.532060,10.51900,8547,8547,1.051952e+01,5.592310e-02,7.399000e-02
483,902,"213.70507831406192,-34.74736689245891",213.70508,-34.74737,0.00024010,1SWASP J141449.26-344449.8,213.705272,-34.747189,2453860.389861,2454688.226435,9.62800,11252,11252,9.624603e+00,7.607884e-02,8.405600e-02
484,903,"210.04977643552735,-46.768788801510425",210.04978,-46.76879,0.00003562,1SWASP J140011.95-464607.5,210.049822,-46.768769,2453860.402882,2454688.226667,10.70901,232,232,1.070228e+01,2.844987e-02,6.379000e-02
485,904,"228.92939680969232,-29.899773899815187",228.92940,-29.89977,0.00012869,1SWASP J151543.03-295358.8,228.929311,-29.899667,2454148.500046,2454615.532315,10.19180,9992,9992,1.006786e+01,1.896265e-01,3.317900e-01
486,906,"206.4414397972338,-34.74523924577387",206.44144,-34.74524,0.00013905,1SWASP J134545.97-344442.5,206.441569,-34.745150,2453862.241736,2454662.266169,8.58764,2235,2235,8.575418e+00,6.594639e-01,7.098100e-02
487,908,"226.442742725727,-27.99972392984039",226.44274,-27.99972,0.00009205,1SWASP J150546.24-275959.2,226.442678,-27.999794,2454148.500301,2454615.532269,12.51231,9965,9965,1.249540e+01,8.794449e-02,1.624100e-01
488,909,"209.96604479409032,-39.533045948382004",209.96604,-39.53305,0.00018174,1SWASP J135951.90-393158.7,209.966258,-39.532981,2453860.388461,2454688.226354,10.16563,27047,27047,1.016627e+01,1.835151e-01,5.185000e-02
489,910,"220.04624848878532,-45.629974787929086",220.04625,-45.62997,0.00005451,1SWASP J144011.08-453747.7,220.046206,-45.629925,2453860.389456,2454688.227269,10.11513,13020,13020,1.012390e+01,8.183662e-02,1.608800e-01
490,911,"207.5881810992775,-31.06751121063264",207.58818,-31.06751,0.00018741,1SWASP J135021.21-310402.7,207.588375,-31.067425,2454176.359155,2454589.296759,7.13350,1410,1410,7.014252e+00,2.420402e-01,2.508170e-01
491,912,"236.19623240494832,-38.194733043712816",236.19623,-38.19473,0.00014392,1SWASP J154447.12-381140.6,236.196333,-38.194611,2453860.390775,2454687.230197,11.97155,10595,10595,1.197197e+01,3.004376e-01,1.099100e-01
492,913,"231.74981756650593,-46.15002725007414",231.74982,-46.15003,0.00026349,1SWASP J152700.03-460859.6,231.750144,-46.149892,2453862.256701,2454274.250683,9.73082,1112,1112,9.730920e+00,1.169760e-01,9.444900e-02
493,915,"226.04450758015184,-31.93693808921137",226.04451,-31.93694,0.00012853,1SWASP J150410.70-315612.6,226.044608,-31.936842,2453860.405139,2454615.532211,8.55554,14509,14509,8.522575e+00,9.169907e-02,1.173070e-01
494,916,"214.99289243717126,-36.85329465700332",214.99289,-36.85329,0.00002605,1SWASP J141958.29-365111.7,214.992892,-36.853264,2453860.390139,2454612.507940,9.11730,4323,4323,9.129256e+00,1.132407e-01,1.031500e-01
495,917,"205.19849794187132,-38.343036252728695",205.19850,-38.34304,0.00026485,1SWASP J134047.56-382034.5,205.198194,-38.342928,2453860.526516,2454662.266181,9.03871,5724,5724,9.042767e+00,4.176617e-01,8.010100e-02
496,920,"228.46143958909983,-33.421680709020386",228.46144,-33.42168,0.00015248,1SWASP J151350.70-332517.8,228.461267,-33.421631,2453860.389919,2454615.532245,11.36915,13290,13290,1.136875e+01,6.268800e-02,5.552000e-02
497,923,"231.3632250078104,-39.52772129681861",231.36323,-39.52772,0.00016040,1SWASP J152527.20-393139.3,231.363350,-39.527589,2453918.456609,2454615.279792,10.02377,1451,1451,1.077577e+01,7.929237e-01,2.725200e-01
498,924,"215.9508411744008,-39.68654791347876",215.95084,-39.68655,0.00013283,1SWASP J142348.16-394111.4,215.950675,-39.686511,2453860.389711,2454688.226794,10.68822,10143,10143,1.068505e+01,5.067828e-02,5.206000e-02
499,925,"230.38351215402864,-44.23571904143465",230.38351,-44.23572,0.00013034,1SWASP J152132.07-441408.2,230.383625,-44.235619,2453862.256806,2454615.531991,10.04702,8547,8547,1.005232e+01,7.361302e-02,4.998000e-02
500,929,"212.36157861227272,-38.43284560070984",212.36158,-38.43285,0.00018356,1SWASP J140926.82-382557.9,212.361789,-38.432767,2453872.264560,2454615.417199,8.14495,566,566,8.545649e+00,3.884995e-01,5.196350e-01
501,932,"229.8165585075851,-40.93555118309785",229.81656,-40.93555,0.00009098,1SWASP J151915.98-405607.7,229.816622,-40.935472,2453862.256956,2454615.532095,11.19563,8509,8509,1.121087e+01,9.009623e-02,2.145300e-01
502,933,"207.0479784382626,-38.223447765900666",207.04798,-38.22345,0.00026008,1SWASP J134811.59-381324.1,207.048297,-38.223375,2453860.222743,2454688.226088,10.07836,19860,19860,1.007683e+01,2.217768e-01,4.593000e-02
503,934,"215.4518294071341,-38.680928736167985",215.45183,-38.68093,0.00011448,1SWASP J142148.46-384051.0,215.451931,-38.680847,2453872.265081,2454601.569907,8.18159,509,509,8.199747e+00,1.553182e+00,4.644410e-01
504,935,"214.4971864564627,-33.85737076430888",214.49719,-33.85737,0.00011036,1SWASP J141759.31-335126.1,214.497153,-33.857264,2453860.389907,2454688.226470,10.04044,11265,11265,1.003475e+01,7.692343e-02,1.009340e-01
505,936,"220.01367894645512,-44.06054500843923",220.01368,-44.06055,0.00012113,1SWASP J144003.32-440337.8,220.013844,-44.060522,2453860.389537,2454688.227222,11.70717,12022,12022,1.168646e+01,8.336440e-02,1.428300e-01
506,939,"227.78652872434023,-44.04472160784267",227.78653,-44.04472,0.00019100,1SWASP J151108.76-440241.6,227.786531,-44.044911,2453862.256829,2454615.531944,9.60949,7542,7542,9.610337e+00,6.422025e-02,4.107100e-02
507,940,"217.26638215258794,-46.32077114720093",217.26638,-46.32077,0.00015632,1SWASP J142903.95-461914.2,217.266489,-46.320633,2453860.389745,2454662.267176,9.24650,6332,6332,9.272440e+00,6.101379e-02,5.685900e-02
508,944,"221.71428413231462,-32.23366552665257",221.71428,-32.23367,0.00019828,1SWASP J144651.47-321400.7,221.714461,-32.233544,2453860.389988,2454615.532072,10.54126,23121,23121,1.051602e+01,2.180716e-01,1.972900e-01
509,945,"206.03249459898717,-36.91829446512632",206.03249,-36.91829,0.00021362,1SWASP J134407.85-365505.5,206.032742,-36.918219,2453860.222778,2454688.225949,11.22918,14231,14231,1.123037e+01,2.635325e-01,4.680000e-02
510,949,"227.62959159771947,-42.00998002726504",227.62959,-42.00998,0.00008902,1SWASP J151031.10-420036.2,227.629592,-42.010069,2453862.256921,2454615.532014,11.56112,8534,8534,1.156620e+01,5.383209e-02,6.701000e-02
511,950,"228.6648374890264,-34.761571290622186",228.66484,-34.76157,0.00011083,1SWASP J151439.58-344541.3,228.664928,-34.761486,2453860.396875,2454615.532222,9.24954,12062,12062,9.248190e+00,6.240420e-02,4.155100e-02
512,951,"229.0590179070589,-43.62848961175218",229.05902,-43.62849,0.00019800,1SWASP J151614.16-433741.8,229.059019,-43.628292,2453862.256840,2454615.531979,11.44750,8543,8543,1.144711e+01,5.249834e-02,5.345000e-02
513,954,"213.34270181364545,-39.97860593687515",213.34270,-39.97861,0.00007828,1SWASP J141322.27-395842.9,213.342800,-39.978594,2453860.494873,2454574.669618,7.95086,5344,5344,7.930186e+00,7.712268e-02,6.273100e-02
514,955,"214.99874532896274,-33.29383698374607",214.99875,-33.29384,0.00001120,1SWASP J141959.69-331737.7,214.998742,-33.293831,2453860.389919,2454688.226481,11.08700,11262,11262,1.108051e+01,9.014968e-02,1.206600e-01
515,956,"205.8825577542632,-34.23815292117744",205.88256,-34.23815,0.00016940,1SWASP J134331.77-341416.9,205.882392,-34.238053,2453860.222859,2454687.229236,9.35665,11526,11526,9.355293e+00,2.918058e-01,3.066400e-02
516,957,"212.15449247667158,-33.61474237747964",212.15449,-33.61474,0.00010523,1SWASP J140837.09-333652.8,212.154581,-33.614667,2453860.389884,2454688.226273,9.43528,11261,11261,1.015012e+01,1.336127e-01,2.068000e-01
517,958,"211.786785933593,-34.01791795835655",211.78679,-34.01792,0.00012779,1SWASP J140708.86-340104.4,211.786944,-34.017914,2453860.222963,2454688.226262,10.91851,6018,6018,1.093313e+01,1.660371e-01,2.156400e-01
518,959,"225.69184185973623,-43.302919629859936",225.69184,-43.30292,0.00008979,1SWASP J150246.06-431810.3,225.691933,-43.302861,2453862.256875,2454615.531921,11.28566,8187,8187,1.128190e+01,6.960201e-02,5.278000e-02
519,962,"227.2141192973451,-43.05634159209265",227.21412,-43.05634,0.00013205,1SWASP J150851.41-430322.4,227.214222,-43.056231,2453862.256887,2454615.531968,9.48273,7030,7030,9.473942e+00,7.318419e-02,4.891100e-02
520,964,"217.87813260787553,-35.35279222665122",217.87813,-35.35279,0.00017511,1SWASP J143130.80-352109.8,217.878333,-35.352733,2453860.404595,2454612.499074,8.97580,4300,4300,8.976891e+00,5.196360e-01,1.864000e-01
521,971,"223.37740534754855,-32.078450591751746",223.37741,-32.07845,0.00009190,1SWASP J145330.55-320442.2,223.377319,-32.078400,2453860.390324,2454615.532130,8.85903,16083,16083,8.814149e+00,2.500911e-01,2.964970e-01
522,974,"211.5453937019889,-43.091842121485655",211.54539,-43.09184,0.00014834,1SWASP J140610.90-430530.1,211.545444,-43.091697,2453872.274711,2454601.496863,6.48902,172,172,6.865919e+00,5.682251e-01,1.497908e+00
523,975,"219.25630245393432,-28.72189334602691",219.25630,-28.72189,0.00006681,1SWASP J143701.49-284318.6,219.256247,-28.721842,2453860.405231,2454615.532025,8.16150,6933,6933,8.125906e+00,1.984765e-01,1.669220e-01
524,978,"223.87051142004657,-24.76493190536405",223.87051,-24.76493,0.00012837,1SWASP J145528.94-244553.3,223.870600,-24.764831,2454148.500613,2454615.532211,9.81572,9804,9804,9.916580e+00,1.751892e-01,3.986820e-01
525,979,"227.70600609622556,-38.13017628762205",227.70601,-38.13018,0.00011490,1SWASP J151049.46-380748.3,227.706111,-38.130097,2453860.404479,2454615.532118,9.36908,14816,14816,9.384903e+00,4.703975e-02,4.935500e-02
526,980,"222.179815832486,-42.09693841454122",222.17982,-42.09694,0.00005087,1SWASP J144843.14-420548.8,222.179769,-42.096906,2453862.256933,2454615.531863,9.59665,7322,7322,9.597947e+00,6.986420e-02,1.203220e-01
527,981,"232.7648587922321,-35.639912285946394",232.76486,-35.63991,0.00017703,1SWASP J153103.60-353823.2,232.765019,-35.639789,2453860.390914,2454603.588241,8.13219,9149,9149,8.136154e+00,3.169651e-01,1.629490e-01
528,983,"208.13608658237538,-40.955513127961076",208.13609,-40.95551,0.00019878,1SWASP J135232.67-405720.5,208.136153,-40.955703,2453860.388380,2454688.226285,11.17149,14347,14347,1.117702e+01,5.812812e-02,1.269600e-01
529,984,"206.930924306783,-36.60513986646322",206.93092,-36.60514,0.00011080,1SWASP J134743.45-363618.5,206.931058,-36.605142,2453872.263785,2454601.496944,8.35841,212,212,8.256856e+00,2.099800e+00,1.627778e+00
530,990,"225.28649357275202,-36.84564714110458",225.28649,-36.84565,0.00008336,1SWASP J150108.77-365044.1,225.286561,-36.845589,2453860.447963,2454615.532095,9.05848,5692,5692,9.059764e+00,3.761835e-01,5.488400e-02
531,991,"207.49689331349353,-44.46309671945689",207.49689,-44.46310,0.00023746,1SWASP J134959.27-442746.3,207.496983,-44.462872,2453860.388218,2454688.226400,11.68434,13503,13503,1.168458e+01,3.869002e-02,3.921000e-02
532,992,"225.60886510832094,-27.402345112236628",225.60887,-27.40235,0.00018765,1SWASP J150226.15-272407.9,225.608997,-27.402200,2454148.500394,2454615.526111,9.38857,5444,5444,9.409077e+00,1.088139e-01,2.273060e-01
