










































































# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 28 10:17:07 2018
#
# COLUMN matchid:        User List Record
# COLUMN name_user:      User Name
# COLUMN ra_user:        User RA
# COLUMN dec_user:       User Dec
# COLUMN dist_user:      Match Distance
# COLUMN sourceid:       Source ID
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN hjdstart:       Start HJD [days]
# COLUMN hjdstop:        End HJD [days]
# COLUMN wasp_mag:       WASP-band [mag]
# COLUMN npts:           Points in Light Curve
# COLUMN tm_statnpts:    Points in Statistics Calculation
# COLUMN tm_median:      Median of Time Series [mag]
# COLUMN tm_stddevwrtmed: Std dev of Time Series wrt median [mag]
# COLUMN tm_range595:    5-95% range of Time Series[mag]
#
loc_rowid,matchid,name_user,ra_user,dec_user,dist_user,sourceid,ra,dec,hjdstart,hjdstop,wasp_mag,npts,tm_statnpts,tm_median,tm_stddevwrtmed,tm_range595
209,398,"222.45807119128773,-25.22666891624034",222.45807,-25.22667,0.00003911,1SWASP J144949.93-251335.8,222.458056,-25.226633,2454148.500718,2454615.532153,10.16740,9973,9973,1.027450e+01,1.729619e-01,3.726600e-01
210,400,"229.5449621665292,-44.3906721173542",229.54496,-44.39067,0.00012055,1SWASP J151810.83-442326.4,229.545128,-44.390681,2453862.256806,2454615.531968,12.25246,8536,8536,1.225741e+01,8.563010e-02,9.981000e-02
211,402,"218.88321397434515,-35.44433070968149",218.88321,-35.44433,0.00019522,1SWASP J143532.02-352639.2,218.883422,-35.444239,2453860.389884,2454688.225312,10.50516,11262,11262,1.051055e+01,3.170983e-01,1.448000e-01
212,403,"212.850733923406,-44.35990789487996",212.85073,-44.35991,0.00014349,1SWASP J141124.19-442135.2,212.850831,-44.359786,2453860.389479,2454688.226748,10.99382,17707,17707,1.099746e+01,6.056305e-02,6.789000e-02
213,404,"218.6184373224779,-31.409898727655012",218.61844,-31.40990,0.00013512,1SWASP J143428.39-312435.4,218.618297,-31.409842,2453860.390000,2454688.226713,11.25696,16000,16000,1.122250e+01,1.367430e-01,1.518500e-01
214,407,"222.70607387839698,-41.47057646225565",222.70607,-41.47058,0.00019948,1SWASP J145049.49-412813.5,222.706247,-41.470431,2453862.256956,2454615.531898,9.85028,8313,8313,9.850239e+00,8.422595e-02,4.685700e-02
215,408,"231.18629465108503,-34.814565732674566",231.18629,-34.81457,0.00005829,1SWASP J152444.72-344852.4,231.186361,-34.814569,2453860.390972,2454687.229745,10.41665,10682,10682,1.111410e+01,3.077377e-01,2.124700e-01
216,409,"222.60746844995197,-35.11357908604637",222.60747,-35.11358,0.00008737,1SWASP J145025.81-350648.6,222.607544,-35.113517,2453860.389896,2454615.532049,10.65157,12431,12431,1.066181e+01,2.821475e-01,1.542200e-01
217,412,"224.58648283412552,-44.489837218214966",224.58648,-44.48984,0.00019216,1SWASP J145820.77-442922.7,224.586542,-44.489653,2453862.256817,2454615.531852,11.33287,8541,8541,1.132969e+01,4.254445e-02,4.850000e-02
218,414,"220.13705707682968,-42.66981580157713",220.13706,-42.66982,0.00010840,1SWASP J144032.87-424011.0,220.136989,-42.669725,2453862.256898,2454574.634375,8.58726,4626,4626,8.590552e+00,1.127262e-01,2.539420e-01
219,415,"232.0389517373973,-34.84009042354848",232.03895,-34.84009,0.00022036,1SWASP J152809.31-345023.6,232.038814,-34.839900,2453860.390961,2454687.229815,9.88776,10012,10012,9.887177e+00,3.142173e-01,1.773140e-01
220,417,"217.11074674171178,-45.87292393535135",217.11075,-45.87292,0.00011554,1SWASP J142826.61-455222.2,217.110875,-45.872844,2453862.256736,2454574.669259,8.63272,2601,2601,8.639507e+00,9.357872e-02,1.391020e-01
221,419,"208.72922516179653,-32.27182910499068",208.72923,-32.27183,0.00003326,1SWASP J135455.01-321618.4,208.729247,-32.271800,2453860.222963,2454688.225949,10.21924,25502,25502,1.015566e+01,2.328999e-01,3.147700e-01
222,420,"226.101190516861,-28.150024648486323",226.10119,-28.15002,0.00015368,1SWASP J150424.32-280900.0,226.101364,-28.150011,2454148.500324,2454615.532257,12.00604,9948,9948,1.201337e+01,1.036437e-01,2.137100e-01
223,421,"219.93944394136565,-36.01242237102067",219.93944,-36.01242,0.00012689,1SWASP J143945.49-360044.3,219.939544,-36.012325,2453860.389861,2454612.508113,11.13072,11285,11285,1.113500e+01,3.114813e-01,1.634000e-01
224,423,"208.8725028731722,-36.900519393651045",208.87250,-36.90052,0.00022815,1SWASP J135529.46-365401.6,208.872769,-36.900444,2453860.222824,2454688.226157,9.67981,13792,13792,9.679244e+00,2.504683e-01,3.479700e-02
225,425,"227.70591308368967,-38.35944793972842",227.70591,-38.35945,0.00019150,1SWASP J151049.45-382133.5,227.706078,-38.359311,2453860.397199,2454615.532118,9.24736,14309,14309,9.262164e+00,5.055117e-02,6.889600e-02
226,426,"231.62576074763516,-37.63517446729492",231.62576,-37.63517,0.00001815,1SWASP J152630.17-373806.6,231.625744,-37.635183,2453860.390868,2454687.229838,11.61058,10446,10446,1.161849e+01,3.000770e-01,1.113300e-01
227,430,"235.98216798291188,-38.86791595339718",235.98217,-38.86792,0.00001180,1SWASP J154355.72-385204.4,235.982183,-38.867914,2453860.390752,2454687.230197,11.47617,10596,10596,1.147748e+01,3.016422e-01,4.938000e-02
228,431,"237.079969663189,-38.68030103190589",237.07997,-38.68030,0.00018984,1SWASP J154819.15-384048.6,237.079794,-38.680169,2453860.390741,2454687.230278,12.11633,10589,10589,1.211451e+01,3.109307e-01,9.954000e-02
229,432,"211.64348058676904,-40.037578925706924",211.64348,-40.03758,0.00008694,1SWASP J140634.41-400215.1,211.643389,-40.037528,2453860.388472,2454688.226493,10.93972,24486,24486,1.093472e+01,6.483662e-02,5.897000e-02
230,434,"227.1524492014879,-33.288769425641156",227.15245,-33.28877,0.00011382,1SWASP J150836.60-331719.2,227.152525,-33.288675,2453860.389931,2454615.532211,9.15921,11875,11875,9.157261e+00,6.292442e-02,3.916300e-02
231,435,"218.3204408547502,-46.59410166488793",218.32044,-46.59410,0.00008681,1SWASP J143316.93-463538.8,218.320558,-46.594131,2453860.389398,2454688.227187,11.36461,10153,10153,1.137714e+01,5.852063e-02,5.772000e-02
232,437,"231.3053980850899,-33.53427447465764",231.30540,-33.53427,0.00011847,1SWASP J152513.26-333203.3,231.305258,-33.534275,2453860.391007,2454687.229722,9.32153,10682,10682,1.004444e+01,3.228767e-01,2.473470e-01
233,438,"217.8875743573325,-36.87276624888953",217.88757,-36.87277,0.00007728,1SWASP J143132.99-365221.9,217.887475,-36.872756,2453860.389826,2454688.226829,9.92226,11246,11246,9.925030e+00,3.128494e-01,1.083340e-01
234,439,"221.0180014358927,-40.989604882700746",221.01800,-40.98960,0.00011245,1SWASP J144404.34-405922.2,221.018111,-40.989525,2453860.389676,2454615.531863,9.32052,15090,15090,9.324105e+00,8.999164e-02,1.784370e-01
235,440,"220.6050022149068,-26.580822048464945",220.60500,-26.58082,0.00014536,1SWASP J144225.23-263450.8,220.605161,-26.580800,2453860.390116,2454615.532083,9.56963,12993,12993,9.551698e+00,1.649788e-01,1.143070e-01
236,442,"231.3377579438086,-33.51164954576894",231.33776,-33.51165,0.00011950,1SWASP J152521.02-333041.9,231.337617,-33.511642,2453860.391007,2454687.229734,9.93990,10704,10704,1.066572e+01,3.249563e-01,2.483400e-01
237,444,"224.2035533919744,-34.246582135740745",224.20355,-34.24658,0.00014866,1SWASP J145648.89-341447.4,224.203714,-34.246519,2453860.404630,2454615.532118,9.33887,11076,11076,9.340300e+00,2.832266e-01,3.836100e-02
238,447,"212.92003015196607,-45.80468997238607",212.92003,-45.80469,0.00019133,1SWASP J141140.87-454816.6,212.920292,-45.804633,2453860.501273,2454615.508287,8.55782,9692,9677,8.583567e+00,1.918224e-01,8.483600e-02
239,448,"222.0549013886121,-41.04983474135577",222.05490,-41.04983,0.00016192,1SWASP J144813.20-410258.9,222.055028,-41.049700,2453862.256979,2454615.531898,11.23073,8520,8520,1.122867e+01,7.727228e-02,1.104700e-01
240,450,"206.3450454541846,-31.550228773498123",206.34505,-31.55023,0.00013512,1SWASP J134522.80-313300.3,206.345022,-31.550097,2453860.222940,2454688.225729,11.91014,13995,13995,1.186776e+01,1.583988e-01,3.043500e-01
241,453,"219.38083944662276,-30.96259484013398",219.38084,-30.96259,0.00002404,1SWASP J143731.39-305745.2,219.380814,-30.962581,2453860.435810,2454615.532002,10.88780,11892,11892,1.090400e+01,1.463650e-01,9.714000e-02
242,455,"219.85617868968316,-44.05018394658992",219.85618,-44.05018,0.00005858,1SWASP J143925.50-440300.7,219.856258,-44.050197,2453862.256840,2454574.669317,8.83575,3567,3567,8.870034e+00,9.250562e-02,1.704190e-01
243,456,"231.60762274695477,-36.379265220392575",231.60762,-36.37927,0.00027723,1SWASP J152625.82-362246.3,231.607606,-36.379547,2453860.390914,2454603.588218,10.02648,10620,10620,1.002612e+01,2.957350e-01,4.272000e-02
244,457,"231.73738142154522,-36.045422619995655",231.73738,-36.04542,0.00011455,1SWASP J152656.99-360243.2,231.737486,-36.045344,2453860.390926,2454687.229815,11.91144,10540,10540,1.190720e+01,3.059328e-01,1.430000e-01
245,458,"236.56738281201098,-38.936669702023806",236.56738,-38.93667,0.00014477,1SWASP J154616.20-385611.6,236.567517,-38.936572,2453860.390741,2454687.230231,11.19745,10591,10591,1.119585e+01,3.029721e-01,7.609000e-02
246,460,"204.28684403068047,-35.291402278937106",204.28684,-35.29140,0.00026324,1SWASP J133708.89-351728.3,204.287058,-35.291206,2453860.222789,2454688.225752,10.74658,13007,13007,1.074677e+01,2.749739e-01,4.183000e-02
247,461,"226.9071540012413,-46.054430902386216",226.90715,-46.05443,0.00013897,1SWASP J150737.74-460315.5,226.907286,-46.054328,2453862.256736,2454615.531852,11.74938,8542,8542,1.175460e+01,7.783396e-02,9.912000e-02
248,463,"208.12479364064555,-33.37690642613574",208.12479,-33.37691,0.00007426,1SWASP J135229.93-332237.0,208.124736,-33.376969,2453860.222928,2454688.225949,11.98167,14201,14201,1.197514e+01,2.700270e-01,1.681300e-01
249,464,"218.35563797756572,-28.53864004953001",218.35564,-28.53864,0.00025223,1SWASP J143325.41-283218.7,218.355900,-28.538533,2453860.390069,2454688.226597,11.08384,13139,13139,1.109197e+01,1.396749e-01,8.568000e-02
250,467,"224.75832744271216,-43.83192262718814",224.75833,-43.83192,0.00023708,1SWASP J145902.07-434954.6,224.758644,-43.831850,2453862.256852,2454615.531875,12.01022,8544,8544,1.201604e+01,7.339099e-02,8.063000e-02
251,471,"229.28647170120573,-31.045547705632693",229.28647,-31.04555,0.00023101,1SWASP J151708.75-310243.1,229.286467,-31.045319,2454148.499988,2454615.532303,9.77823,9989,9989,9.645087e+00,2.173353e-01,3.643940e-01
252,472,"203.71268098491666,-32.278975765659425",203.71268,-32.27898,0.00006395,1SWASP J133451.04-321644.1,203.712667,-32.278917,2453860.222859,2454688.225567,11.96715,25552,25552,1.193821e+01,2.199929e-01,2.103400e-01
253,474,"224.22250098405408,-27.802391867271627",224.22250,-27.80239,0.00009638,1SWASP J145653.41-274808.3,224.222567,-27.802314,2454148.500498,2454615.532199,9.85706,8297,8297,9.901780e+00,1.393051e-01,2.502590e-01
254,475,"213.89858655835314,-38.95976093173028",213.89859,-38.95976,0.00015402,1SWASP J141535.66-385734.5,213.898622,-38.959608,2453860.389722,2454688.225069,9.83075,21406,21406,9.825686e+00,8.969341e-02,5.590000e-02
255,477,"209.26564191575775,-45.10347232500659",209.26564,-45.10347,0.00024840,1SWASP J135703.81-450613.0,209.265908,-45.103631,2453860.388218,2454688.226539,10.94038,14355,14355,1.094346e+01,6.794680e-02,3.586000e-02
256,480,"232.59471340609886,-38.31729016652165",232.59471,-38.31729,0.00011988,1SWASP J153022.75-381901.9,232.594819,-38.317206,2453860.487500,2454687.229919,9.32624,4151,4151,9.327533e+00,4.710453e-01,9.165700e-02
257,481,"234.00614997193944,-36.92241343206564",234.00615,-36.92241,0.00017672,1SWASP J153601.52-365520.5,234.006369,-36.922386,2453860.390856,2454687.230012,11.82373,10432,10432,1.181640e+01,3.495080e-01,2.946000e-01
258,483,"218.87590945549215,-35.45411345192521",218.87591,-35.45411,0.00019468,1SWASP J143530.26-352714.3,218.876089,-35.453981,2453860.389884,2454688.226852,10.81671,11252,11252,1.080248e+01,3.197258e-01,1.500100e-01
259,486,"217.8920946913653,-31.15485004710104",217.89209,-31.15485,0.00014545,1SWASP J143134.14-310917.3,217.892258,-31.154828,2453860.390012,2454688.226644,12.44485,13130,13130,1.249065e+01,8.098611e-02,1.775100e-01
260,489,"222.70782206250757,-44.39611072189625",222.70782,-44.39611,0.00023043,1SWASP J145049.94-442345.5,222.708097,-44.395992,2453862.256829,2454615.531806,9.93405,8533,8533,9.933414e+00,5.267788e-02,4.915900e-02
261,493,"212.26476496775754,-44.64572978386404",212.26476,-44.64573,0.00012069,1SWASP J140903.57-443844.3,212.264894,-44.645656,2453860.388275,2454688.222106,9.55352,23544,23544,9.547310e+00,6.079951e-02,8.769400e-02
262,496,"216.7610488690001,-41.89761447421857",216.76105,-41.89761,0.00012011,1SWASP J142702.67-415351.0,216.761164,-41.897525,2453860.389618,2454688.226921,9.72899,9466,9466,9.723488e+00,3.885107e-02,5.963200e-02
263,498,"230.46699669813583,-37.54886145921089",230.46700,-37.54886,0.00013471,1SWASP J152152.10-373255.5,230.467108,-37.548756,2453860.390880,2454615.526065,8.28033,10172,10172,8.219687e+00,3.029581e-01,8.941700e-02
264,499,"213.00257718548596,-31.42856954491651",213.00258,-31.42857,0.00025718,1SWASP J141200.68-312542.5,213.002869,-31.428497,2453860.389954,2454688.226250,10.29924,24323,24323,1.026526e+01,1.546754e-01,2.990800e-01
265,501,"217.85538132452888,-40.59567658268911",217.85538,-40.59568,0.00022770,1SWASP J143125.36-403544.2,217.855667,-40.595614,2453860.389687,2454688.223889,9.40361,8856,8856,9.402441e+00,4.510701e-02,3.663800e-02
266,502,"224.11721285680173,-43.871700800614654",224.11721,-43.87170,0.00015027,1SWASP J145628.17-435217.9,224.117408,-43.871653,2453862.256852,2454615.531863,9.77908,7919,7919,9.776889e+00,4.442880e-02,4.256100e-02
267,503,"210.83510693143626,-30.14618156234048",210.83511,-30.14618,0.00003795,1SWASP J140320.41-300846.1,210.835072,-30.146161,2454134.466887,2454688.226030,10.09234,11275,11275,9.979746e+00,2.008851e-01,3.197000e-01
268,505,"215.8993473391528,-28.981487753689752",215.89935,-28.98149,0.00011322,1SWASP J142335.84-285853.7,215.899358,-28.981603,2453860.390046,2454688.226400,10.77532,12186,12186,1.078230e+01,1.549951e-01,1.088000e-01
269,506,"211.78086783117087,-31.400414175594275",211.78087,-31.40041,0.00024535,1SWASP J140707.47-312401.3,211.781153,-31.400367,2454155.419352,2454612.507894,7.91725,3318,3318,7.547009e+00,1.120308e-01,1.268110e-01
270,507,"210.6849290608454,-41.409568596966764",210.68493,-41.40957,0.00024990,1SWASP J140244.37-412433.5,210.684889,-41.409322,2453860.388403,2454688.226481,10.26821,14977,14977,1.026469e+01,6.946876e-02,3.600000e-02
271,508,"223.66466895417787,-45.83607728146455",223.66467,-45.83608,0.00016947,1SWASP J145439.57-455009.9,223.664911,-45.836103,2453862.256759,2454615.531782,11.55970,8541,8541,1.156030e+01,8.502731e-02,9.628000e-02
272,509,"223.07628558213,-27.139240783776312",223.07629,-27.13924,0.00012033,1SWASP J145218.33-270821.0,223.076414,-27.139192,2454148.500613,2454615.532176,9.51387,7676,7676,9.571152e+00,1.419478e-01,2.884700e-01
273,511,"237.52580863304388,-39.639183236740124",237.52581,-39.63918,0.00016485,1SWASP J155006.20-393820.4,237.525856,-39.639019,2453918.456933,2454687.230313,9.32451,2993,2993,9.328416e+00,5.625130e-01,7.567400e-02
274,515,"225.03271767621553,-32.40829968956815",225.03272,-32.40830,0.00025199,1SWASP J150007.92-322429.7,225.033017,-32.408275,2453860.389977,2454615.532176,11.13466,23325,23325,1.108262e+01,2.508378e-01,3.465400e-01
275,520,"234.93592484425403,-39.495257536000935",234.93592,-39.49526,0.00015649,1SWASP J153944.62-392942.3,234.935956,-39.495106,2453860.390741,2454687.230116,10.80148,7857,7857,1.080319e+01,3.476130e-01,3.838000e-02
276,521,"225.62495641991947,-29.333833476331073",225.62496,-29.33383,0.00003124,1SWASP J150229.99-292001.6,225.624978,-29.333803,2454148.500336,2454615.532234,10.41646,8928,8928,1.039715e+01,6.362921e-02,9.052000e-02
277,522,"225.21611578373958,-43.52262794526908",225.21612,-43.52263,0.00012339,1SWASP J150051.88-433121.0,225.216178,-43.522514,2453862.256863,2454615.531898,11.24006,8542,8542,1.124517e+01,7.758829e-02,1.020100e-01
278,524,"212.25106120671123,-41.81320059824751",212.25106,-41.81320,0.00012987,1SWASP J140900.28-414847.1,212.251183,-41.813108,2453860.389583,2454662.266771,9.36192,19817,19774,9.360485e+00,2.312056e-01,5.432900e-02
279,525,"220.01994264225212,-36.92748781988572",220.01994,-36.92749,0.00011671,1SWASP J144004.75-365538.9,220.019794,-36.927489,2453860.389838,2454612.508102,10.68361,11284,11284,1.067535e+01,3.115123e-01,1.577400e-01
280,528,"213.4930283257907,-36.75307191447787",213.49303,-36.75307,0.00025592,1SWASP J141358.25-364510.7,213.492725,-36.752994,2453860.389792,2454688.221875,10.88267,11265,11265,1.088367e+01,4.645205e-02,4.194000e-02
281,529,"231.49841834413812,-45.021151271857136",231.49842,-45.02115,0.00011589,1SWASP J152559.64-450115.8,231.498525,-45.021061,2453862.256759,2454615.531979,11.11576,5647,5647,1.111636e+01,1.006235e-01,1.262000e-01
282,532,"225.71452629305273,-33.95087571740347",225.71453,-33.95088,0.00021799,1SWASP J150251.47-335702.4,225.714464,-33.950669,2453860.389919,2454615.532164,11.23139,12405,12405,1.124129e+01,5.798872e-02,8.573000e-02
283,533,"214.58006865624623,-32.69388537371906",214.58007,-32.69389,0.00018056,1SWASP J141819.18-324138.5,214.579939,-32.694033,2453860.389942,2454688.226424,11.77257,11257,11256,1.175726e+01,8.644287e-02,1.512200e-01
284,534,"217.88900841167688,-44.75061936975825",217.88901,-44.75062,0.00012515,1SWASP J143133.39-444501.9,217.889150,-44.750544,2453860.495127,2454574.669317,8.80321,4466,4466,8.821627e+00,6.172159e-02,5.243600e-02
285,536,"227.1571095530222,-44.38815981672984",227.15711,-44.38816,0.00016694,1SWASP J150837.74-442316.9,227.157278,-44.388044,2453862.256817,2454615.531921,10.74099,8531,8531,1.074246e+01,5.929387e-02,1.081000e-01
286,537,"222.42195532002114,-43.005141903311646",222.42196,-43.00514,0.00011700,1SWASP J144941.29-430018.2,222.422078,-43.005061,2453862.256887,2454615.531840,9.16041,6295,6295,9.152610e+00,5.948477e-02,9.406000e-02
287,538,"226.32624337702438,-29.990460940582636",226.32624,-29.99046,0.00010249,1SWASP J150518.31-295925.3,226.326311,-29.990378,2454178.467928,2454589.293264,7.16213,857,857,6.957848e+00,2.216928e-01,1.601270e-01
288,539,"236.53059507306136,-39.598335233483255",236.53060,-39.59834,0.00002150,1SWASP J154607.34-393553.9,236.530594,-39.598319,2453860.477245,2454687.230243,11.25773,5253,5253,1.125768e+01,4.280761e-01,1.164200e-01
289,540,"212.52186687796467,-34.9156824895219",212.52187,-34.91568,0.00012345,1SWASP J141005.28-345456.3,212.522014,-34.915644,2453860.389850,2454688.226354,9.77945,11345,11345,1.051345e+01,1.068613e-01,1.135200e-01
290,541,"216.83590797840557,-27.92084259594838",216.83591,-27.92084,0.00015801,1SWASP J142720.57-275514.7,216.835747,-27.920775,2453860.390069,2454688.226447,8.85235,8783,8783,8.817880e+00,1.835262e-01,1.512950e-01
291,546,"229.36490224107183,-43.383916331490724",229.36490,-43.38392,0.00013731,1SWASP J151727.60-432301.7,229.365028,-43.383819,2453862.256852,2454615.532002,8.58940,1555,1555,8.582282e+00,1.018296e-01,1.610810e-01
292,547,"215.52016012920674,-44.75789194821656",215.52016,-44.75789,0.00007450,1SWASP J142204.83-444528.1,215.520139,-44.757817,2453860.389479,2454688.226933,10.94929,10159,10159,1.095553e+01,4.023820e-02,4.477000e-02
293,549,"228.28528210443858,-40.3099773942163",228.28528,-40.30998,0.00006273,1SWASP J151308.48-401835.8,228.285356,-40.309956,2453862.256991,2454615.532072,10.07436,8570,8570,1.007413e+01,5.068817e-02,3.955000e-02
294,551,"223.38435183616633,-45.44159010937124",223.38435,-45.44159,0.00012249,1SWASP J145332.28-452629.8,223.384522,-45.441611,2453862.256782,2454615.531794,11.13215,8537,8537,1.113115e+01,7.046993e-02,8.793000e-02
295,553,"221.12084202456262,-42.341595674524484",221.12084,-42.34160,0.00012251,1SWASP J144429.03-422029.5,221.120986,-42.341542,2453860.389618,2454615.531829,9.61225,17718,17718,9.616347e+00,7.033428e-02,1.228840e-01
296,554,"228.9932020359287,-44.189583975661634",228.99320,-44.18958,0.00011855,1SWASP J151558.39-441122.2,228.993322,-44.189500,2453862.256817,2454615.531968,9.55399,7811,7811,9.555366e+00,8.288506e-02,5.179100e-02
297,556,"231.6947823321189,-35.78064381629759",231.69478,-35.78064,0.00012580,1SWASP J152646.77-354649.9,231.694892,-35.780553,2453860.390926,2454603.588229,7.82187,10477,10477,7.825665e+00,1.709373e-01,2.260200e-01
298,558,"219.37061250411122,-29.68288743013121",219.37061,-29.68289,0.00013960,1SWASP J143728.96-294057.9,219.370686,-29.682767,2453860.430752,2454615.532025,7.92637,3130,3130,7.867418e+00,2.845849e-01,2.145130e-01
299,560,"216.84138446001893,-36.23742079940182",216.84138,-36.23742,0.00021698,1SWASP J142721.95-361413.9,216.841475,-36.237217,2453860.389850,2454688.226736,11.89753,11208,11208,1.189672e+01,2.896366e-01,9.044000e-02
300,564,"224.05423655984023,-38.599552415367434",224.05424,-38.59955,0.00015095,1SWASP J145612.98-383558.0,224.054092,-38.599453,2453860.475856,2454615.532014,9.07304,8596,8596,9.078834e+00,3.162999e-01,6.959400e-02
301,566,"211.75474263248816,-42.55024969120189",211.75474,-42.55025,0.00011650,1SWASP J140701.16-423300.6,211.754861,-42.550175,2453860.388368,2454688.226597,10.15938,24476,24476,1.015486e+01,6.603199e-02,8.289000e-02
302,569,"218.27384930112623,-33.234634050428",218.27385,-33.23463,0.00020723,1SWASP J143305.76-331404.0,218.274006,-33.234469,2453860.389954,2454688.226748,10.28654,10682,10682,1.028725e+01,3.145822e-01,1.092400e-01
303,570,"218.01753684775903,-46.09998121822068",218.01754,-46.09998,0.00013510,1SWASP J143204.24-460559.6,218.017703,-46.099906,2453862.256725,2454574.669236,8.54439,2007,2007,8.538093e+00,1.230382e-01,1.974740e-01
304,571,"227.59920093752882,-31.661353139210814",227.59920,-31.66135,0.00016528,1SWASP J151023.83-313940.4,227.599331,-31.661228,2453860.389977,2454615.532257,10.08797,13722,13722,1.000920e+01,1.767701e-01,3.476640e-01
305,572,"229.6718278070381,-41.27306920257395",229.67183,-41.27307,0.00023313,1SWASP J151841.28-411622.3,229.672000,-41.272875,2453862.256944,2454615.532072,11.37027,8543,8543,1.137565e+01,5.558880e-02,5.768000e-02
306,574,"217.1266194338799,-37.49813215228058",217.12662,-37.49813,0.00008809,1SWASP J142830.39-372952.9,217.126625,-37.498042,2453860.389803,2454688.226806,12.40792,11297,11297,1.240904e+01,3.023521e-01,9.841000e-02
307,576,"204.21637304995798,-35.35583530051753",204.21637,-35.35584,0.00018938,1SWASP J133651.98-352120.9,204.216600,-35.355814,2453860.222778,2454688.225752,10.35248,14225,14225,1.035464e+01,2.683700e-01,4.033000e-02
308,577,"223.25697613199367,-44.57038704655718",223.25698,-44.57039,0.00013240,1SWASP J145301.70-443413.0,223.257108,-44.570294,2453862.256817,2454615.531817,9.98268,8538,8538,9.982456e+00,8.387251e-02,5.442600e-02
309,578,"218.19081962780672,-44.63918103727307",218.19082,-44.63918,0.00027748,1SWASP J143245.82-443820.0,218.190931,-44.638914,2453860.389502,2454688.227106,12.47829,10156,10156,1.248423e+01,5.095275e-02,7.446000e-02
310,580,"225.605372871615,-25.390653064882933",225.60537,-25.39065,0.00019707,1SWASP J150225.33-252326.1,225.605581,-25.390600,2454148.500451,2454615.532257,10.01642,8810,8810,1.007675e+01,1.386578e-01,3.092890e-01
311,582,"229.1760125718103,-42.15508666138809",229.17601,-42.15509,0.00015819,1SWASP J151642.19-420918.1,229.175808,-42.155039,2453862.256910,2454615.532037,11.75461,8544,8544,1.175566e+01,5.682355e-02,5.725000e-02
312,583,"224.22682919323708,-35.69556484588123",224.22683,-35.69556,0.00013892,1SWASP J145654.46-354143.6,224.226950,-35.695461,2453872.270313,2454601.570150,8.06669,187,187,8.018322e+00,2.037719e+00,9.672340e-01
313,584,"206.6196104282951,-33.77430403865291",206.61961,-33.77430,0.00019751,1SWASP J134628.76-334627.2,206.619836,-33.774239,2453872.263403,2454601.497002,8.15846,782,782,8.137261e+00,1.100992e+00,3.259110e-01
314,585,"206.0537329982696,-34.288958252380674",206.05373,-34.28896,0.00010413,1SWASP J134412.92-341720.0,206.053833,-34.288900,2453860.222859,2454688.225833,12.09988,14218,14218,1.209572e+01,2.715649e-01,9.568000e-02
315,586,"227.91830759167252,-32.43534066300117",227.91831,-32.43534,0.00005568,1SWASP J151140.38-322607.1,227.918256,-32.435308,2453860.389954,2454615.532245,12.13622,18726,18726,1.210459e+01,1.312833e-01,3.524000e-01
316,589,"205.5677903354103,-33.27871434718327",205.56779,-33.27871,0.00013857,1SWASP J134216.28-331642.9,205.567864,-33.278586,2453860.222870,2454662.266053,9.38011,12991,12991,9.379723e+00,2.759832e-01,3.045200e-02
317,591,"228.30567282965237,-32.44385820773646",228.30567,-32.44386,0.00011746,1SWASP J151313.33-322638.1,228.305567,-32.443939,2453860.389954,2454615.532257,10.13270,20237,20237,1.009490e+01,1.234992e-01,3.675100e-01
318,594,"228.18521694607324,-31.280161167998816",228.18522,-31.28016,0.00014722,1SWASP J151244.47-311648.1,228.185303,-31.280031,2454148.500069,2454615.532280,11.72652,7311,7311,1.178779e+01,1.998125e-01,4.403900e-01
319,597,"219.60256263914178,-42.81019845209036",219.60256,-42.81020,0.00021486,1SWASP J143824.68-424836.9,219.602842,-42.810258,2453860.389595,2454688.227153,11.71571,10157,10157,1.172391e+01,4.629099e-02,5.534000e-02
320,598,"223.37292396378146,-27.26944430342405",223.37292,-27.26944,0.00015963,1SWASP J145329.54-271609.7,223.373089,-27.269386,2454148.500579,2454615.532176,9.03158,6050,6050,9.074837e+00,1.322712e-01,2.718310e-01
321,599,"209.6352320700476,-40.27729626468853",209.63523,-40.27730,0.00005304,1SWASP J135832.45-401638.4,209.635233,-40.277353,2453860.388426,2454688.226354,11.76933,14353,14353,1.177511e+01,5.628053e-02,5.788000e-02
322,604,"212.19826359606216,-39.59070630947381",212.19826,-39.59071,0.00015798,1SWASP J140847.53-393526.3,212.198072,-39.590647,2453860.389676,2454688.226516,9.53963,20519,20499,9.565434e+00,1.175885e-01,7.861000e-02
323,605,"224.847072721393,-46.53087027258333",224.84707,-46.53087,0.00010084,1SWASP J145923.33-463151.0,224.847208,-46.530836,2453862.256725,2454274.456875,10.08709,4297,4297,1.008637e+01,4.886587e-02,4.196000e-02
324,606,"217.08057243624282,-42.32622972707609",217.08057,-42.32623,0.00015482,1SWASP J142819.37-421934.0,217.080731,-42.326131,2453860.389606,2454688.226956,10.45832,10156,10156,1.044708e+01,4.642376e-02,1.022000e-01
325,607,"229.49333481072858,-42.03265332830477",229.49333,-42.03265,0.00012932,1SWASP J151758.35-420157.6,229.493164,-42.032689,2453862.256910,2454615.532049,11.35341,8540,8540,1.135566e+01,6.096860e-02,6.688000e-02
