# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 19 08:30:36 2018
#
# COLUMN matchid:        User List Record
# COLUMN name_user:      User Name
# COLUMN ra_user:        User RA
# COLUMN dec_user:       User Dec
# COLUMN dist_user:      Match Distance
# COLUMN sourceid:       Source ID
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN hjdstart:       Start HJD [days]
# COLUMN hjdstop:        End HJD [days]
# COLUMN wasp_mag:       WASP-band [mag]
# COLUMN npts:           Points in Light Curve
# COLUMN tm_statnpts:    Points in Statistics Calculation
# COLUMN tm_median:      Median of Time Series [mag]
# COLUMN tm_stddevwrtmed: Std dev of Time Series wrt median [mag]
# COLUMN tm_range595:    5-95% range of Time Series[mag]
#
loc_rowid,matchid,name_user,ra_user,dec_user,dist_user,sourceid,ra,dec,hjdstart,hjdstop,wasp_mag,npts,tm_statnpts,tm_median,tm_stddevwrtmed,tm_range595
101,1155,"176.23666392358493,-45.47731125048933",176.23666,-45.47731,0.00027904,1SWASP J114456.81-452837.3,176.236708,-45.477033,2453860.214514,2454662.246632,10.00182,11380,11380,1.000644e+01,4.532921e-02,6.766400e-02
102,1167,"184.34270093806774,-48.50747271290553",184.34270,-48.50747,0.00036150,1SWASP J121722.37-483026.7,184.343244,-48.507442,2453922.203113,2454662.265833,10.65531,116,116,1.063733e+01,1.030776e-01,1.860300e-01
103,1182,"183.00387926049262,-48.52032682350408",183.00388,-48.52033,0.00023368,1SWASP J121201.00-483112.8,183.004203,-48.520236,2453922.203032,2454662.265752,9.63528,116,116,9.640961e+00,1.030456e-01,1.316490e-01
104,1185,"186.2286105403946,-52.00443462824074",186.22861,-52.00443,0.00012553,1SWASP J122454.91-520015.8,186.228808,-52.004400,2453922.203356,2454662.266111,9.59700,116,116,9.589465e+00,5.100852e-02,9.200700e-02
105,1208,"178.37003209161847,-45.90599576308234",178.37003,-45.90600,0.00015471,1SWASP J115328.75-455421.3,178.369831,-45.905931,2453860.214606,2454662.246782,10.63188,11391,11391,1.063646e+01,4.825042e-02,8.361000e-02
106,1209,"187.0915531632707,-47.638196388106486",187.09155,-47.63820,0.00033137,1SWASP J122822.08-473817.2,187.092031,-47.638131,2453922.203252,2454662.265961,10.81766,127,127,1.081503e+01,8.245798e-02,1.989600e-01
107,1218,"187.2502632278057,-53.18952653601651",187.25026,-53.18953,0.00010524,1SWASP J122900.04-531121.9,187.250181,-53.189436,2453922.203461,2454662.266227,10.99432,116,116,1.098814e+01,4.983138e-02,9.946000e-02
108,1219,"170.0195836289952,-46.13982330232792",170.01958,-46.13982,0.00024212,1SWASP J112004.78-460823.1,170.019917,-46.139756,2453860.212813,2454662.246319,12.26767,18398,18398,1.226927e+01,5.395966e-02,5.995000e-02
109,1221,"183.15752059130344,-46.35274179369439",183.15752,-46.35274,0.00037972,1SWASP J121237.90-462110.7,183.157925,-46.352997,2453860.214803,2454662.247083,11.64960,20247,20247,1.165210e+01,7.322570e-02,1.110700e-01
110,1224,"202.5576812732517,-46.84227918265492",202.55768,-46.84228,0.00015798,1SWASP J133013.86-465031.6,202.557775,-46.842136,2453860.216539,2454662.266910,11.55508,11351,11351,1.156258e+01,9.428316e-02,9.748000e-02
111,1232,"190.36954799283544,-47.62325209897123",190.36955,-47.62325,0.00036059,1SWASP J124128.81-473723.5,190.370081,-47.623206,2453922.203461,2454662.266157,9.37138,127,127,9.344121e+00,7.769849e-02,2.074700e-01
112,1242,"190.61748907598636,-51.81155199183114",190.61749,-51.81155,0.00052245,1SWASP J124228.35-514840.3,190.618133,-51.811211,2453922.203611,2454662.266354,9.90586,116,116,9.897634e+00,4.378375e-02,1.310910e-01
113,1250,"186.83552051460046,-50.99021996833087",186.83552,-50.99022,0.00014544,1SWASP J122720.57-505924.5,186.835717,-50.990144,2453922.203356,2454662.266100,11.31608,116,116,1.129786e+01,7.648403e-02,1.857100e-01
114,1251,"186.52801420478838,-50.27730851658628",186.52801,-50.27731,0.00006606,1SWASP J122606.74-501638.3,186.528108,-50.277331,2453922.203310,2454662.266053,10.19553,112,112,1.019815e+01,5.243235e-02,1.080100e-01
115,1280,"193.95303277523453,-54.24714542632792",193.95303,-54.24715,0.00041849,1SWASP J125548.89-541449.6,193.953744,-54.247117,2453922.203866,2454662.266632,9.61326,100,100,9.612208e+00,7.414333e-02,1.305960e-01
116,1281,"202.63757795828377,-46.600282853482824",202.63758,-46.60028,0.00012910,1SWASP J133033.05-463600.7,202.637744,-46.600217,2453860.216551,2454688.226204,9.43339,14839,14839,9.398870e+00,8.063358e-02,1.053670e-01
117,1294,"167.28854338380455,-46.39804875567498",167.28854,-46.39805,0.00033904,1SWASP J110909.36-462352.9,167.289031,-46.398033,2453860.212662,2454660.210775,11.75941,10855,10855,1.176065e+01,4.902108e-02,4.742000e-02
118,1327,"202.4933152786264,-46.53765265508735",202.49332,-46.53765,0.00009665,1SWASP J132958.41-463215.8,202.493392,-46.537733,2453860.222581,2454688.223137,9.28230,16593,16593,9.284793e+00,7.691830e-02,1.063600e-01
119,1329,"194.7296226253505,-51.63982613304734",194.72962,-51.63983,0.00030686,1SWASP J125855.02-513822.6,194.729261,-51.639619,2453922.203843,2454662.266586,10.07486,123,123,1.008560e+01,5.867496e-02,1.535060e-01
120,1359,"206.25443275686854,-45.988681390929464",206.25443,-45.98868,0.00009025,1SWASP J134501.07-455918.9,206.254481,-45.988597,2453860.388125,2454688.226389,10.42865,14345,14345,1.042816e+01,5.662062e-02,4.842000e-02
121,1373,"168.55059965669957,-43.96372135006188",168.55060,-43.96372,0.00021726,1SWASP J111412.21-435749.4,168.550900,-43.963744,2453860.212789,2454662.246088,10.70326,19215,19215,1.070165e+01,5.134517e-02,5.171000e-02
122,1378,"174.74123160587746,-45.46366781463125",174.74123,-45.46367,0.00029223,1SWASP J113857.99-452749.3,174.741644,-45.463703,2453860.213079,2454662.246539,10.09928,30592,30592,1.007950e+01,6.229295e-02,4.953000e-02
123,1391,"195.30913881232868,-47.196969200718755",195.30914,-47.19697,0.00041861,1SWASP J130114.33-471148.7,195.309736,-47.196864,2453922.203773,2454662.266458,10.13825,118,118,1.016033e+01,6.206526e-02,1.621100e-01
124,1392,"171.5194662645648,-46.41155617112005",171.51947,-46.41156,0.00034819,1SWASP J112604.58-462440.7,171.519117,-46.411311,2453860.212882,2454662.246412,10.05323,10898,10898,1.005585e+01,6.265775e-02,2.625000e-02
125,1395,"187.1848342044211,-51.77828221474294",187.18483,-51.77828,0.00023183,1SWASP J122844.44-514641.6,187.185194,-51.778225,2453922.203403,2454662.266157,10.97391,116,116,1.096551e+01,4.965119e-02,1.243100e-01
126,1421,"193.8799343949831,-50.00240275526381",193.87993,-50.00240,0.00032953,1SWASP J125531.30-500008.5,193.880442,-50.002383,2453922.203750,2454662.266470,10.04505,100,100,1.003989e+01,5.265960e-02,9.101000e-02
127,1437,"176.18898332516846,-45.85175902389645",176.18898,-45.85176,0.00013750,1SWASP J114445.40-455106.2,176.189172,-45.851728,2453860.214502,2454662.246644,10.09206,11391,11391,1.009811e+01,5.931788e-02,9.903000e-02
128,1439,"194.55891387559186,-50.964135958093635",194.55891,-50.96414,0.00022259,1SWASP J125814.22-505750.8,194.559261,-50.964114,2453922.203819,2454662.266551,11.80447,123,123,1.181407e+01,1.059169e-01,1.468600e-01
129,1451,"186.5818569560892,-47.64892081971699",186.58186,-47.64892,0.00014645,1SWASP J122619.69-473855.8,186.582044,-47.648842,2453922.203229,2454662.265926,9.08250,126,126,9.077607e+00,7.851410e-02,2.199980e-01
130,1460,"187.71753404752212,-46.790058248012436",187.71753,-46.79006,0.00014415,1SWASP J123052.25-464724.0,187.717728,-46.790011,2453860.421609,2454662.265961,8.86484,1186,1186,8.871260e+00,4.805188e-02,6.945800e-02
131,1472,"182.2591732736973,-51.34476353321256",182.25917,-51.34476,0.00014642,1SWASP J120902.25-512040.8,182.259375,-51.344689,2453922.203102,2454662.265856,10.96768,116,116,1.097569e+01,8.427388e-02,1.464400e-01
132,1493,"187.623035849728,-52.37421356196395",187.62304,-52.37421,0.00013025,1SWASP J123029.57-522227.2,187.623250,-52.374233,2453922.203449,2454662.266204,11.35333,116,116,1.134910e+01,1.267170e-01,1.242900e-01
133,1507,"184.31721559684016,-51.893542271780525",184.31722,-51.89354,0.00018184,1SWASP J121716.19-515336.5,184.317497,-51.893478,2453922.203241,2454662.265995,10.39277,116,116,1.038282e+01,8.147498e-02,1.106500e-01
134,1512,"181.70051093335232,-53.633992868838895",181.70051,-53.63399,0.00017457,1SWASP J120648.19-533802.5,181.700794,-53.634036,2453922.203171,2454662.247373,10.63723,116,116,1.062847e+01,7.420010e-02,8.467000e-02
135,1529,"181.91010227590863,-52.73737057580175",181.91010,-52.73737,0.00022265,1SWASP J120738.51-524414.4,181.910467,-52.737356,2453922.203137,2454662.265914,11.26732,116,116,1.126079e+01,7.766229e-02,1.225700e-01
136,1567,"183.64181759632612,-51.170189422216126",183.64182,-51.17019,0.00014369,1SWASP J121434.08-511012.5,183.642036,-51.170142,2453922.203183,2454662.265926,10.37995,116,116,1.036734e+01,1.313324e-01,1.892200e-01
137,1575,"183.82971975829133,-53.059598124442346",183.82972,-53.05960,0.00042665,1SWASP J121519.30-530334.2,183.830417,-53.059519,2453922.203264,2454662.266030,10.30730,116,116,1.030157e+01,6.213148e-02,8.400000e-02
138,1576,"193.6025344159513,-48.65014210624336",193.60253,-48.65014,0.00032160,1SWASP J125424.64-483859.4,193.602675,-48.649833,2453922.203692,2454662.266400,10.19819,100,100,1.019487e+01,6.159297e-02,8.384000e-02
139,1587,"187.50596782593,-54.5894580410218",187.50597,-54.58946,0.00009650,1SWASP J123001.42-543522.4,187.505953,-54.589556,2453922.203519,2454307.262002,9.22123,101,101,9.225824e+00,2.617897e-02,6.551600e-02
140,1606,"190.467518417276,-54.54951839767858",190.46752,-54.54952,0.00013503,1SWASP J124152.25-543258.3,190.467747,-54.549550,2453922.203681,2454307.262153,12.13644,106,106,1.213011e+01,6.147887e-02,1.316600e-01
141,1607,"183.71099776344508,-50.12786523486347",183.71100,-50.12787,0.00042205,1SWASP J121450.79-500740.7,183.711633,-50.127986,2453922.203137,2454662.265880,10.56424,116,116,1.056659e+01,1.122053e-01,1.581500e-01
142,1701,"185.3184191343698,-53.29587524702261",185.31842,-53.29588,0.00015810,1SWASP J122116.47-531744.9,185.318658,-53.295811,2453922.203356,2454662.266123,9.37089,115,115,9.366045e+00,3.943045e-02,1.074530e-01
143,1732,"171.42448099419457,-47.06235728016634",171.42448,-47.06236,0.00033642,1SWASP J112541.98-470344.9,171.424933,-47.062494,2453922.203079,2454660.211042,11.55221,101,101,1.153477e+01,9.580100e-02,2.131500e-01
144,1737,"187.72952429164368,-52.08022334526581",187.72952,-52.08022,0.00016108,1SWASP J123055.08-520449.3,187.729528,-52.080381,2453922.203449,2454662.266204,11.12281,116,116,1.111752e+01,3.322111e-02,9.411000e-02
145,1743,"194.9777101453551,-53.27823931512019",194.97771,-53.27824,0.00051259,1SWASP J125954.85-531641.7,194.978567,-53.278253,2453922.203900,2454662.266655,11.15246,123,123,1.115809e+01,7.612401e-02,1.547300e-01
146,1745,"183.69991934330963,-51.769001663216436",183.69992,-51.76900,0.00027466,1SWASP J121448.08-514608.5,183.700361,-51.769031,2453922.203206,2454662.265961,10.19312,116,116,1.018765e+01,7.050767e-02,9.710000e-02
147,1747,"186.49833035264703,-54.25547081377878",186.49833,-54.25547,0.00039266,1SWASP J122559.75-541519.9,186.498994,-54.255531,2453922.203449,2454662.266227,9.31072,104,104,9.311868e+00,2.264066e-02,6.163400e-02
148,1751,"184.9948553522102,-47.80082828861578",184.99486,-47.80083,0.00011273,1SWASP J121958.73-474803.2,184.994717,-47.800889,2453922.203125,2454662.265845,9.74045,104,104,9.725176e+00,9.640284e-02,2.510810e-01
149,1754,"172.04879948886526,-44.561121954339164",172.04880,-44.56112,0.00035478,1SWASP J112811.82-443340.4,172.049272,-44.561233,2453860.212963,2454662.246331,10.65942,19245,19245,1.066231e+01,5.242341e-02,5.218000e-02
150,1771,"185.48170398068316,-49.77017325235552",185.48170,-49.77017,0.00012594,1SWASP J122155.65-494612.5,185.481889,-49.770139,2453922.203229,2454662.265961,10.13758,116,116,1.012945e+01,6.361679e-02,1.420900e-01
151,1772,"189.24544078425762,-54.20505499970284",189.24544,-54.20505,0.00015603,1SWASP J123658.96-541217.9,189.245689,-54.204994,2453922.203600,2454662.266377,10.52179,106,106,1.051579e+01,3.433950e-02,7.970000e-02
152,1781,"174.40405367883073,-46.709545816300924",174.40405,-46.70955,0.00024035,1SWASP J113737.04-464234.8,174.404339,-46.709686,2453862.248056,2454662.246597,8.16348,2488,2488,8.190828e+00,6.564041e-02,6.330400e-02
153,1782,"176.9563430763351,-45.72938308078317",176.95634,-45.72938,0.00018931,1SWASP J114749.56-454345.2,176.956533,-45.729247,2453860.214537,2454662.246690,11.79490,11386,11386,1.179617e+01,4.772483e-02,9.006000e-02
154,1786,"170.89248397320821,-46.45109233631415",170.89248,-46.45109,0.00042818,1SWASP J112334.33-462704.4,170.893061,-46.451242,2453860.212859,2454662.246377,9.49735,10225,10225,9.500501e+00,6.614206e-02,2.497500e-02
155,1796,"187.61661638353877,-53.623411266961405",187.61662,-53.62341,0.00040691,1SWASP J123028.15-533724.0,187.617297,-53.623344,2453922.203495,2454662.266262,10.63810,116,116,1.063603e+01,3.364786e-02,1.077700e-01
156,1806,"188.91949836802183,-50.053868699685935",188.91950,-50.05387,0.00026852,1SWASP J123540.77-500314.0,188.919914,-50.053908,2453922.203449,2454662.266181,9.86243,116,116,9.867563e+00,4.108186e-02,1.094260e-01
157,1817,"184.38384367969482,-51.883417617885456",184.38384,-51.88342,0.00019986,1SWASP J121732.19-515300.0,184.384136,-51.883339,2453922.203252,2454662.266007,10.17881,116,116,1.017209e+01,7.287257e-02,9.789000e-02
158,1841,"170.75060335024222,-45.93260480961535",170.75060,-45.93260,0.00029025,1SWASP J112300.24-455557.5,170.751008,-45.932661,2453860.212859,2454662.246343,10.55722,19247,19247,1.055892e+01,5.560278e-02,3.276000e-02
159,1842,"204.65699846646297,-47.068620613487155",204.65700,-47.06862,0.00031304,1SWASP J133837.79-470406.9,204.657458,-47.068594,2453922.204375,2454662.267060,10.05471,137,137,1.004807e+01,4.807917e-02,9.475000e-02
160,1866,"193.64622185746632,-51.865541013757046",193.64622,-51.86554,0.00037664,1SWASP J125435.23-515155.6,193.646819,-51.865469,2453922.203785,2454662.266528,11.16965,100,100,1.116806e+01,4.753666e-02,8.758000e-02
161,1884,"185.29295872659443,-53.7445487455193",185.29296,-53.74455,0.00013675,1SWASP J122110.27-534440.7,185.292797,-53.744647,2453922.203368,2454662.266146,10.98916,116,116,1.098591e+01,3.426022e-02,8.677000e-02
162,1903,"193.6751127992862,-49.65160331738613",193.67511,-49.65160,0.00008718,1SWASP J125442.05-493905.6,193.675239,-49.651575,2453922.203727,2454662.266447,9.67250,100,100,9.670167e+00,5.464748e-02,8.911800e-02
163,1910,"183.19648925220375,-47.596128839497595",183.19649,-47.59613,0.00025354,1SWASP J121247.24-473546.1,183.196864,-47.596156,2453922.203819,2454662.265718,11.45865,124,124,1.145748e+01,7.100778e-02,2.347400e-01
164,1943,"171.83211842572376,-45.57404480195214",171.83212,-45.57404,0.00023965,1SWASP J112719.78-453426.7,171.832456,-45.574086,2453860.212928,2454662.246377,11.90162,19238,19238,1.190420e+01,5.379676e-02,5.450000e-02
165,1960,"194.97563330522703,-48.93875635405525",194.97563,-48.93876,0.00029151,1SWASP J125954.21-485618.7,194.975914,-48.938536,2453922.203785,2454662.266505,10.14792,123,123,1.015595e+01,6.254960e-02,1.370900e-01
166,1961,"185.4540332558383,-49.666761825493495",185.45403,-49.66676,0.00046415,1SWASP J122149.13-494000.3,185.454747,-49.666769,2453922.203229,2454662.265961,10.23208,116,116,1.023469e+01,9.275440e-02,1.127200e-01
167,1975,"168.87260860287904,-44.39535958151461",168.87261,-44.39536,0.00026809,1SWASP J111529.51-442343.4,168.872983,-44.395389,2453872.259699,2454662.246134,7.90235,320,320,7.872813e+00,3.334178e-01,7.349030e-01
168,1977,"169.34817239158258,-43.884484746276726",169.34817,-43.88448,0.00023813,1SWASP J111723.63-435304.3,169.348489,-43.884542,2453862.209421,2454662.246134,8.88835,3376,3376,8.888164e+00,8.287174e-02,5.473400e-02
169,1997,"177.36778631529057,-46.842081779575224",177.36779,-46.84208,0.00051652,1SWASP J114928.45-465031.3,177.368542,-46.842033,2453860.214525,2454662.246771,9.73516,10547,10547,9.744320e+00,5.626289e-02,7.511800e-02
170,2006,"193.70814090158095,-54.03810818185573",193.70814,-54.03811,0.00024022,1SWASP J125450.00-540217.9,193.708356,-54.038314,2453922.203843,2454662.266609,11.42584,123,123,1.141867e+01,6.498432e-02,8.456000e-02
171,2030,"199.21322309550277,-47.22114117027561",199.21322,-47.22114,0.00017142,1SWASP J131651.11-471316.0,199.212969,-47.221122,2453922.204028,2454662.266713,10.33208,132,132,1.034533e+01,4.047924e-02,1.050800e-01
172,2067,"170.26195951263665,-46.441902679286976",170.26196,-46.44190,0.00023396,1SWASP J112102.95-462630.9,170.262294,-46.441942,2453860.212824,2454662.246343,11.27026,10891,10891,1.127332e+01,5.783379e-02,6.799000e-02
173,2071,"203.49613010485413,-47.264919590796175",203.49613,-47.26492,0.00028623,1SWASP J133359.01-471552.8,203.495875,-47.264692,2453922.204306,2454662.266991,11.24206,132,132,1.124274e+01,3.414341e-02,6.472000e-02
174,2076,"187.18012938792904,-54.1403683825542",187.18013,-54.14037,0.00026255,1SWASP J122843.33-540825.5,187.180561,-54.140442,2453922.204294,2454662.266262,9.09478,102,102,9.093928e+00,3.154333e-02,1.016480e-01
175,2078,"186.09030779725524,-54.60279474235511",186.09031,-54.60279,0.00002386,1SWASP J122421.66-543610.1,186.090283,-54.602808,2453922.203438,2454307.261933,11.05867,106,106,1.106011e+01,2.626173e-02,7.578000e-02
176,2142,"196.1593593771945,-47.262122175000286",196.15936,-47.26212,0.00028637,1SWASP J130438.16-471542.9,196.159033,-47.261939,2453922.203831,2454662.266516,11.03508,121,121,1.106214e+01,7.259731e-02,1.630300e-01
177,2158,"177.60728847072596,-46.46918962059906",177.60729,-46.46919,0.00019302,1SWASP J115025.78-462808.4,177.607428,-46.469022,2453862.482813,2454662.246771,7.69997,345,345,7.691880e+00,2.209341e-01,4.480640e-01
178,2173,"184.19778819677978,-47.742544898994126",184.19779,-47.74254,0.00048503,1SWASP J121647.63-474432.8,184.198497,-47.742444,2453922.203079,2454662.265787,9.74044,127,127,9.738920e+00,9.432484e-02,2.350060e-01
179,2184,"188.4805990569246,-48.60155287940747",188.48060,-48.60155,0.00029290,1SWASP J123355.44-483605.1,188.481008,-48.601436,2453922.203380,2454662.266088,9.55155,116,116,9.550876e+00,4.700410e-02,1.194580e-01
180,2187,"184.16888367652413,-50.05754370420124",184.16888,-50.05754,0.00018594,1SWASP J121640.49-500326.6,184.168711,-50.057389,2453922.203171,2454662.265903,11.59176,116,116,1.159415e+01,1.572001e-01,1.344400e-01
181,2227,"185.07811711487523,-48.945603333609895",185.07812,-48.94560,0.00038436,1SWASP J122018.80-485642.8,185.078333,-48.945242,2453922.203183,2454662.265903,11.23209,116,116,1.123405e+01,7.236617e-02,1.039100e-01
182,2278,"185.31974372852042,-52.44488469189058",185.31974,-52.44488,0.00028512,1SWASP J122116.81-522640.8,185.320075,-52.444681,2453922.203322,2454662.266076,11.19551,114,114,1.119770e+01,5.463842e-02,1.773800e-01
183,2279,"175.29750686708712,-47.09511243127834",175.29751,-47.09511,0.00014105,1SWASP J114111.37-470541.9,175.297386,-47.094997,2453922.203310,2454660.211273,10.69918,110,110,1.067076e+01,7.259623e-02,1.688700e-01
184,2284,"169.24453391569347,-46.532791953692396",169.24453,-46.53279,0.00023499,1SWASP J111658.73-463157.3,169.244731,-46.532600,2453862.209363,2454623.255544,8.69390,4314,4314,8.700427e+00,9.365596e-02,3.458000e-02
185,2290,"181.65988166190007,-46.349962783419535",181.65988,-46.34996,0.00035238,1SWASP J120638.39-462058.6,181.659997,-46.349617,2453860.214734,2454662.246991,11.29347,11374,11374,1.130448e+01,6.587238e-02,9.062000e-02
186,2305,"202.67676915362586,-46.92224525180778",202.67677,-46.92225,0.00030126,1SWASP J133042.53-465520.1,202.677211,-46.922256,2453860.216539,2454662.266921,11.62346,11360,11360,1.163033e+01,9.131426e-02,1.071200e-01
