0.12	119.0
0.16	2.0
0.18	2625.0
0.22	234.0
0.26	5840.00.36	1483.0
0.4	4982.0
0.44	1895.0
0.47	2224.0
0.49	953.0
0.54	1505.0
0.55	647.0
0.50	381.0
0.59	1251.0
0.63	425.0
0.64	223.0
0.65	982.0
0.66	206.0
0.68	694.0
0.71	258.0
0.72	832.0
0.73	168.00.75	723.0
0.76	214.0
0.78	483.0
0.82	183.0
0.85	613.0
0.86	160.0
0.87	461.0
0.9	369.0
0.94	134.0
0.96	205.0
0.97	17.0
0.98	19.0
0.99	0.0
1.0	2.0
