# MIST version number  = 1.1     
# MESA revision number =     7503
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# --------------------------------------------------------------------------------------
# number of EEPs, cols =  1519   25
#   1                               2                               3                               4                               5                               6                               7                               8                               9                              10                              11                              12                              13                              14                              15                              16                              17                              18                              19                              20                              21                              22                              23                              24                              25
# EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                           log_L                          log_LH                         log_LHe                        log_Teff                           log_R                           log_g                      surface_h1                     surface_he3                     surface_he4                     surface_c12                     surface_o16                    log_center_T                  log_center_Rho                    center_gamma                       center_h1                      center_he4                      center_c12                           phase
  216         9.0000000000000000E+000         2.4473466643335751E-001         2.4473398354974701E-001        -2.9010951276838945E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.1578131935775526E+000        -2.1575448386411491E+000        -6.3737941377388097E+001         3.5199529850017157E+000        -5.9613541461009312E-001         5.0181505698668669E+000         7.1470589505903093E-001         7.5199580669717964E-004         2.7025641814066870E-001         2.4965256180004688E-003         6.1088852300422792E-003         6.8442967352047113E+000         2.0869956657677493E+000         1.7866072973214017E-001         7.1470589505692717E-001         2.7025641814068224E-001         2.4965256180004181E-003         0.0000000000000000E+000
  217         9.0000000000000000E+000         2.6603896238935998E-001         2.6603820155942715E-001        -3.3378085763194627E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0878666439030424E+000        -2.0874111656377723E+000        -6.2949562945212698E+001         3.5250614495754689E+000        -5.7137906892034696E-001         5.0042428181254133E+000         7.1464426009421667E-001         8.1229262544467765E-004         2.7025775542304431E-001         2.4965153653690613E-003         6.1088852302399440E-003         6.8580436846367316E+000         2.0498860401814789E+000         1.6831836825039537E-001         7.1464426009176152E-001         2.7025775542307662E-001         2.4965153653689325E-003         0.0000000000000000E+000
  218         9.0000000000000000E+000         2.7886074232951907E-001         2.7885993249818503E-001        -3.6119992957279952E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0474807364489385E+000        -2.0468542804492174E+000        -6.2508438697149472E+001         3.5281211920070907E+000        -5.5730560005653740E-001         4.9964007544328837E+000         7.1461059535620108E-001         8.4438708530238727E-004         2.7025932486972537E-001         2.4965054789596098E-003         6.1088852304353337E-003         6.8657584571835111E+000         2.0288939216559547E+000         1.6275982181178700E-001         7.1461059535352778E-001         2.7025932486977911E-001         2.4965054789594251E-003         0.0000000000000000E+000
  219         9.0000000000000000E+000         2.7914432975611780E-001         2.7914351882860178E-001        -3.6180585157155293E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0465877981744383E+000        -2.0459577841064651E+000        -6.2498670021139560E+001         3.5281888696652413E+000        -5.5699448623558856E-001         4.9962276224876758E+000         7.1460977471955212E-001         8.4517218191147389E-004         2.7025936039239873E-001         2.4965052724975588E-003         6.1088852304394051E-003         6.8659292751899317E+000         2.0284300978299550E+000         1.6263687400441251E-001         7.1460977471687381E-001         2.7025936039245285E-001         2.4965052724973723E-003         0.0000000000000000E+000
  220         9.0000000000000000E+000         2.7942757286228898E-001         2.7942676083900453E-001        -3.6241108106701761E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0456959083819268E+000        -2.0450623359898557E+000        -6.2488914306416348E+001         3.5282564654037767E+000        -5.5668373281640249E-001         4.9960546660719185E+000         7.1460895443874517E-001         8.4595680305446464E-004         2.7025939603467708E-001         2.4965050658105510E-003         6.1088852304434799E-003         6.8660998696445814E+000         2.0279667855989087E+000         1.6251407525977371E-001         7.1460895443606209E-001         2.7025939603473165E-001         2.4965050658103637E-003         0.0000000000000000E+000
  221         9.0000000000000000E+000         2.8881399442525502E-001         2.8881314589200408E-001        -3.8240988875485170E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0161825636475972E+000        -2.0154367842584495E+000        -6.2164147537312139E+001         3.5304965890883162E+000        -5.4640730781831748E-001         4.9903663707657042E+000         7.1457842984680431E-001         8.7549576890890454E-004         2.7026038113974526E-001         2.4964988722578690E-003         6.1088852305657138E-003         6.8717751208062765E+000         2.0126774939730558E+000         1.5844463923140681E-001         7.1457842984395437E-001         2.7026038113981260E-001         2.4964988722576392E-003         0.0000000000000000E+000
  222         9.0000000000000000E+000         3.0654201970392853E-001         3.0654109923869621E-001        -4.2154371355535406E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9621596388148346E+000        -1.9611362470784375E+000        -6.1587999050679549E+001         3.5346061795798969E+000        -5.2761502638509616E-001         4.9798123438769277E+000         7.1452924380934568E-001         9.2115596958280044E-004         2.7026390545625067E-001         2.4964807287252647E-003         6.1088852295213044E-003         6.8818564012277577E+000         1.9845106125993635E+000         1.5127792274888308E-001         7.1452924380608662E-001         2.7026390545636692E-001         2.4964807287249165E-003         0.0000000000000000E+000
  223         9.0000000000000000E+000         3.0663424376656423E-001         3.0663332293129325E-001        -4.2175692991211117E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9618959729128920E+000        -1.9608709361810939E+000        -6.1585266513150835E+001         3.5346264650353461E+000        -5.2752376434502390E-001         4.9797611507848778E+000         7.1452901245755007E-001         9.2136145859073948E-004         2.7026393130904880E-001         2.4964806089495719E-003         6.1088852295039242E-003         6.8819041569699202E+000         1.9843734223482872E+000         1.5124526509233160E-001         7.1452901245428757E-001         2.7026393130916548E-001         2.4964806089492224E-003         0.0000000000000000E+000
  224         9.0000000000000000E+000         3.0672634079749078E-001         3.0672541959275279E-001        -4.2196986612359131E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9616326642762090E+000        -1.9606059823596937E+000        -6.1582537962305935E+001         3.5346467223793598E+000        -5.2743262471471009E-001         4.9797100216142827E+000         7.1452878199198677E-001         9.2156611919512108E-004         2.7026395710401196E-001         2.4964804891051511E-003         6.1088852294865735E-003         6.8819518434756137E+000         1.9842364112773381E+000         1.5121265247404606E-001         7.1452878198872150E-001         2.7026395710412904E-001         2.4964804891048006E-003         0.0000000000000000E+000
  225         9.0000000000000000E+000         3.1179518846597953E-001         3.1179423616584800E-001        -4.3414159541801744E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9468766855744433E+000        -1.9454081187787680E+000        -6.1446313935327495E+001         3.5357560721991206E+000        -5.2227333500334905E-001         4.9765285103791435E+000         7.1449857617121704E-001         9.4985883539365024E-004         2.7026598847250888E-001         2.4964613349775376E-003         6.1088545086250322E-003         6.8843770544130729E+000         1.9762354972151748E+000         1.4945673113106306E-001         7.1441367479240692E-001         2.7028769290086524E-001         2.4966277444116651E-003         0.0000000000000000E+000
  226         9.0000000000000000E+000         3.1228640682578906E-001         3.1228545513433781E-001        -4.3551121402519499E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9457097735590396E+000        -1.9450235799088107E+000        -6.1427310693162418E+001         3.5358609455614540E+000        -5.2189962572031334E-001         4.9764584005959005E+000         7.1449760365680859E-001         9.4935671227590866E-004         2.7026734528473972E-001         2.4964727613704368E-003         6.1088852904690617E-003         6.8847010360869394E+000         1.9757866686281060E+000         1.4928760498659163E-001         7.1449759859829609E-001         2.7026734549333464E-001         2.4964727606708978E-003         0.0000000000000000E+000
  227         9.0000000000000000E+000         3.1230721695436658E-001         3.1230626511536125E-001        -4.3556348394257286E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9456504004492372E+000        -1.9449655093311125E+000        -6.1426767138287133E+001         3.5358654392455633E+000        -5.2187892653363022E-001         4.9764456956913641E+000         7.1449742842119301E-001         9.4950532022311659E-004         2.7026737191978933E-001         2.4964727318043372E-003         6.1088852910350490E-003         6.8847105167459528E+000         1.9757540417891519E+000         1.4928066560542577E-001         7.1449742310546416E-001         2.7026737213781427E-001         2.4964727310550663E-003         0.0000000000000000E+000
  228         9.0000000000000000E+000         3.1413900329566574E-001         3.1413803098893328E-001        -4.4052964392994494E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9402349057947250E+000        -1.9398732307017590E+000        -6.1384420567878152E+001         3.5362629333411895E+000        -5.1996616739762702E-001         4.9751458745062891E+000         7.1446634453779834E-001         9.7698000523798812E-004         2.7027098169777797E-001         2.4964692847694123E-003         6.1088853404118754E-003         6.8854619791887766E+000         1.9726117567508474E+000         1.4866882877398835E-001         7.1446633462550513E-001         2.7027098210231448E-001         2.4964692833477761E-003         0.0000000000000000E+000
  229         9.0000000000000000E+000         3.1526098227283983E-001         3.1526001271207621E-001        -4.4252267824099411E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9373878746392359E+000        -1.9364846273072742E+000        -6.1344748632534646E+001         3.5365019948098855E+000        -5.1902077475727415E-001         4.9748021147467210E+000         7.1447958847831960E-001         9.6432867612843013E-004         2.7027038954420801E-001         2.4964684224202415E-003         6.1088853718201282E-003         6.8861551101593239E+000         1.9713970459420849E+000         1.4829251092316248E-001         7.1447952868243192E-001         2.7027039174254286E-001         2.4964684109265957E-003         0.0000000000000000E+000
  230         9.0000000000000000E+000         3.1528111957839572E-001         3.1528014992270337E-001        -4.4257040541179095E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9373317677315058E+000        -1.9364277376704064E+000        -6.1344188844924432E+001         3.5365063237025431E+000        -5.1900137908872424E-001         4.9747910892518732E+000         7.1447953495690464E-001         9.6436132376594998E-004         2.7027041042517502E-001         2.4964683939197206E-003         6.1088853723545930E-003         6.8861653341688172E+000         1.9713682492220852E+000         1.4828574262418334E-001         7.1447947541556056E-001         2.7027041261471751E-001         2.4964683824815069E-003         0.0000000000000000E+000
  231         9.0000000000000000E+000         3.1530122777538616E-001         3.1530025802534578E-001        -4.4261803403490140E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9372757568256507E+000        -1.9363709287291471E+000        -6.1343629426431072E+001         3.5365106462093125E+000        -5.1898201864933569E-001         4.9747800940803977E+000         7.1447948233326475E-001         9.6439326924324762E-004         2.7027043111051552E-001         2.4964683654424115E-003         6.1088853728881723E-003         6.8861755497382386E+000         1.9713395154815776E+000         1.4827898431037434E-001         7.1447942305047629E-001         2.7027043329112244E-001         2.4964683540604523E-003         0.0000000000000000E+000
  232         9.0000000000000000E+000         3.1816075946780947E-001         3.1815978160898550E-001        -4.4914950123985782E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9294518521242678E+000        -1.9283231367153832E+000        -6.1259995819016865E+001         3.5371237592650466E+000        -5.1629629241011343E-001         4.9733514468983611E+000         7.1448257355824163E-001         9.5992182597883272E-004         2.7027181234475289E-001         2.4964642534679362E-003         6.1088854487709489E-003         6.8876863240780404E+000         1.9674532646049803E+000         1.4731998021096168E-001         7.1448257345743205E-001         2.7027181243532467E-001         2.4964642544475866E-003         0.0000000000000000E+000
  233         9.0000000000000000E+000         3.1818184619189405E-001         3.1818086829500802E-001        -4.4919868116700850E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9293941273353654E+000        -1.9282646385938687E+000        -6.1259384177519507E+001         3.5371282541211859E+000        -5.1627641972794192E-001         4.9733407765575395E+000         7.1448265277044465E-001         9.5983253268584409E-004         2.7027182243308412E-001         2.4964642209673259E-003         6.1088854493588866E-003         6.8876973759394229E+000         1.9674244027428445E+000         1.4731291088467016E-001         7.1448265267018451E-001         2.7027182252314075E-001         2.4964642219413862E-003         0.0000000000000000E+000
  234         9.0000000000000000E+000         3.1820146402288019E-001         3.1820048611252089E-001        -4.4924363404192854E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9293409109144424E+000        -1.9282106150267060E+000        -6.1258799232675436E+001         3.5371324465061749E+000        -5.1625819628745817E-001         4.9733313793770320E+000         7.1448276821785783E-001         9.5971449639674290E-004         2.7027182502896391E-001         2.4964641939480073E-003         6.1088854499072743E-003         6.8877078878861147E+000         1.9673983394058472E+000         1.4730634162921449E-001         7.1448276811816869E-001         2.7027182511848563E-001         2.4964641949162631E-003         0.0000000000000000E+000
