# MIST version number  = 1.1     
# MESA revision number =     7503
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   675   25
#   1                               2                               3                               4                               5                               6                               7                               8                               9                              10                              11                              12                              13                              14                              15                              16                              17                              18                              19                              20                              21                              22                              23                              24                              25
# EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                           log_L                          log_LH                         log_LHe                        log_Teff                           log_R                           log_g                      surface_h1                     surface_he3                     surface_he4                     surface_c12                     surface_o16                    log_center_T                  log_center_Rho                    center_gamma                       center_h1                      center_he4                      center_c12                           phase
  144         7.6989000000000001E+000         1.4049389076865162E-001         1.4049368574439439E-001        -6.0997270148564324E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.1636496007549804E+000        -4.6557185064617368E+000        -8.5987540644244106E+001         3.4913984807811396E+000        -5.4194460975765535E-001         4.6646472055636217E+000         7.1539277376420485E-001         6.6387183423078538E-005         2.7025514889023383E-001         2.4965358274929178E-003         6.1088852298732356E-003         6.5445951376210605E+000         1.6702497290959926E+000         2.6060827991415908E-001         7.1539277376419219E-001         2.7025514889023400E-001         2.4965358274929182E-003        -1.0000000000000000E+000
  145         7.6989000000000001E+000         1.4418565608289688E-001         1.4418544501913463E-001        -6.1564905944720289E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.1456994750220875E+000        -4.6046593278195074E+000        -8.5413771083776666E+001         3.4924915051550642E+000        -5.3515559563905823E-001         4.6638924432941966E+000         7.1539276915062844E-001         6.6391792991303734E-005         2.7025514892193769E-001         2.4965358274932946E-003         6.1088852298741576E-003         6.5521292082554465E+000         1.6634802108287043E+000         2.5414951895573545E-001         7.1539276915061456E-001         2.7025514892193780E-001         2.4965358274932951E-003        -1.0000000000000000E+000
  146         7.6989000000000001E+000         1.4878687564590756E-001         1.4878665694317428E-001        -6.1957191459435991E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.1232618225255657E+000        -4.5372281074416421E+000        -8.4688892974055577E+001         3.4938734785556953E+000        -5.2670071619206127E-001         4.6629380212132059E+000         7.1539276592290069E-001         6.6395019748080169E-005         2.7025514892925967E-001         2.4965358274937634E-003         6.1088852298753034E-003         6.5617156761209374E+000         1.6550002896579068E+000         2.4590402835643815E-001         7.1539276592288459E-001         2.7025514892925967E-001         2.4965358274937634E-003        -1.0000000000000000E+000
  147         7.6989000000000001E+000         1.5506848492951639E-001         1.5506825598304441E-001        -6.4009636040946718E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0994270304720701E+000        -4.4607354186236075E+000        -8.3911049678764499E+001         3.4956218359047173E+000        -5.1828003486335739E-001         4.6634619071921222E+000         7.1539275795705071E-001         6.6402985506618686E-005         2.7025514892972191E-001         2.4965358274941815E-003         6.1088852298763312E-003         6.5719787518247568E+000         1.6481771996398784E+000         2.3881872918500366E-001         7.1539275795703183E-001         2.7025514892972180E-001         2.4965358274941815E-003        -1.0000000000000000E+000
  148         7.6989000000000001E+000         1.6585224477141383E-001         1.6585199830486846E-001        -6.8260695402120064E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0633672028168326E+000        -4.3409917582627919E+000        -8.2721848558140380E+001         3.4984124123774132E+000        -5.0583127398112759E-001         4.6655105677431266E+000         7.1539273890626853E-001         6.6422036250735834E-005         2.7025514892977887E-001         2.4965358274947518E-003         6.1088852298777380E-003         6.5876986787194625E+000         1.6394439818965905E+000         2.2940336380434487E-001         7.1539273890624544E-001         2.7025514892977892E-001         2.4965358274947527E-003        -1.0000000000000000E+000
  149         7.6989000000000001E+000         1.7706474810049833E-001         1.7706448321114804E-001        -7.2012229945807429E-016         0.0000000000000000E+000         0.0000000000000000E+000        -2.0258618444293646E+000        -4.2176675540422615E+000        -8.1495340934823432E+001         3.5012800001505875E+000        -4.9281377033374302E-001         4.6674925733928498E+000         7.1539271438114926E-001         6.6446561334381843E-005         2.7025514892981145E-001         2.4965358274953386E-003         6.1088852298792021E-003         6.6040761619968640E+000         1.6300734056323447E+000         2.1951831874483471E-001         7.1539271438111995E-001         2.7025514892981156E-001         2.4965358274953386E-003        -1.0000000000000000E+000
  150         7.6989000000000001E+000         1.8767742712276855E-001         1.8767714459866880E-001        -7.5057786869372251E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9903224800438164E+000        -4.1027583716285143E+000        -8.0350298754293007E+001         3.5039759753451007E+000        -4.8043603852999550E-001         4.6691629660851701E+000         7.1539268578848547E-001         6.6475153964228956E-005         2.7025514892984265E-001         2.4965358274958772E-003         6.1088852298805882E-003         6.6195269895265429E+000         1.6208670965222687E+000         2.1011940177233543E-001         7.1539268578844906E-001         2.7025514892984254E-001         2.4965358274958776E-003        -1.0000000000000000E+000
  151         7.6989000000000001E+000         1.9699194780239804E-001         1.9699164969484376E-001        -7.7493042457609462E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9590436355970446E+000        -4.0027179589471151E+000        -7.9352045372646757E+001         3.5063321526325759E+000        -4.6950897088156096E-001         4.6705083002021901E+000         7.1539265558623599E-001         6.6505356183729769E-005         2.7025514892986996E-001         2.4965358274963330E-003         6.1088852298818016E-003         6.6330919568362825E+000         1.6125719927051994E+000         2.0181417503542834E-001         7.1539265558619225E-001         2.7025514892986990E-001         2.4965358274963321E-003        -1.0000000000000000E+000
  152         7.6989000000000001E+000         2.0563982558945687E-001         2.0563951292888422E-001        -8.1525531727950185E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9322804258658528E+000        -3.9229004575046611E+000        -7.8564128188003878E+001         3.5087288643689361E+000        -4.6092078948868365E-001         4.6719482430277726E+000         7.1539262284549987E-001         6.6538096885329355E-005         2.7025514892990199E-001         2.4965358274966942E-003         6.1088852298828494E-003         6.6438728288022153E+000         1.6063987389122640E+000         1.9587574169302799E-001         7.1539262284544924E-001         2.7025514892990199E-001         2.4965358274966942E-003        -1.0000000000000000E+000
  153         7.6989000000000001E+000         2.1305735067420131E-001         2.1305702541302540E-001        -8.5457016498550051E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.9106562649918506E+000        -3.8608123770821461E+000        -7.7957993481864463E+001         3.5109152261133558E+000        -4.5448143254052298E-001         4.6734461752332495E+000         7.1539259190529425E-001         6.6569037057431985E-005         2.7025514892993330E-001         2.4965358274969401E-003         6.1088852298837064E-003         6.6522109783293129E+000         1.6021896931232442E+000         1.9175539960163246E-001         7.1539259190523696E-001         2.7025514892993324E-001         2.4965358274969401E-003        -1.0000000000000000E+000
  154         7.6989000000000001E+000         2.1929881641817942E-001         2.1929848041075251E-001        -8.8067217282432840E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.8925527720009212E+000        -3.8083143042935133E+000        -7.7445656727544090E+001         3.5127485580774005E+000        -4.4909634997314679E-001         4.6747732181703174E+000         7.1539256655524186E-001         6.6594387081174777E-005         2.7025514892995978E-001         2.4965358274970993E-003         6.1088852298844219E-003         6.6593016383173573E+000         1.5987374432407975E+000         1.8826107482506449E-001         7.1539256655517858E-001         2.7025514892995983E-001         2.4965358274970997E-003        -1.0000000000000000E+000
  155         7.6989000000000001E+000         2.2598269707965668E-001         2.2598234950834473E-001        -9.0740018853505678E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.8731934171339546E+000        -3.7522334800645756E+000        -7.6898561488626541E+001         3.5147075016640317E+000        -4.4333455971292801E-001         4.6762043342623114E+000         7.1539253345939091E-001         6.6627482901200551E-005         2.7025514892998909E-001         2.4965358274971722E-003         6.1088852298851947E-003         6.6669110100298132E+000         1.5950541258761144E+000         1.8451109287082537E-001         7.1539253345931986E-001         2.7025514892998909E-001         2.4965358274971722E-003        -1.0000000000000000E+000
  156         7.6989000000000001E+000         2.3336933528002127E-001         2.3336897475897658E-001        -9.2957512777562908E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.8518978417642538E+000        -3.6901790570054285E+000        -7.6292972281943491E+001         3.5168560152657142E+000        -4.3698379923144287E-001         4.6778195945108925E+000         7.1539249921460513E-001         6.6661727651355800E-005         2.7025514893002217E-001         2.4965358274970941E-003         6.1088852298860456E-003         6.6753895922102569E+000         1.5910220354411728E+000         1.8033230738393638E-001         7.1539249921452508E-001         2.7025514893002223E-001         2.4965358274970941E-003        -1.0000000000000000E+000
  157         7.6989000000000001E+000         2.4050658627646510E-001         2.4050621309525427E-001        -9.4617684605972882E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.8315297517013160E+000        -3.6307675855806116E+000        -7.5712677136864002E+001         3.5188930451821103E+000        -4.3087381403276354E-001         4.6793533035198047E+000         7.1539247042331056E-001         6.6690522514148241E-005         2.7025514892668751E-001         2.4965358274606437E-003         6.1088852297984438E-003         6.6835687548577072E+000         1.5871132690265457E+000         1.7630220102425295E-001         7.1539246802097178E-001         2.7025515070942990E-001         2.4965358462854595E-003        -1.0000000000000000E+000
  158         7.6989000000000001E+000         2.4833755251195194E-001         2.4833716532372030E-001        -9.6139621414278952E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.8092792841749827E+000        -3.5659158985738637E+000        -7.5079005721594555E+001         3.5211013792946124E+000        -4.2416524849460274E-001         4.6810113749556219E+000         7.1539243813172781E-001         6.6722827130887534E-005         2.7025514891449787E-001         2.4965358273311192E-003         6.1088852294844597E-003         6.6925559838153816E+000         1.5827962607872639E+000         1.7186529094153116E-001         7.1539240497875012E-001         2.7025517312243053E-001         2.4965360829366815E-003        -1.0000000000000000E+000
  159         7.6989000000000001E+000         2.5715829235288373E-001         2.5715788947886714E-001        -9.9653225971426061E-016         0.0000000000000000E+000         0.0000000000000000E+000        -1.7870687416821749E+000        -3.5064136200088618E+000        -7.4499517462157414E+001         3.5232359511072096E+000        -4.1732912087339263E-001         4.6820798377805097E+000         7.1539239973985624E-001         6.6762112719451823E-005         2.7025514807905648E-001         2.4965358184978908E-003         6.1088852078745254E-003         6.7007411256460099E+000         1.5778399389624875E+000         1.6805801028076703E-001         7.1539150949124997E-001         2.7025578751516155E-001         2.4965425698539479E-003        -1.0000000000000000E+000
  160         7.6989000000000001E+000         2.7116791241551186E-001         2.7116748453019202E-001        -1.0567709420609877E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.7532818472449516E+000        -3.4189940285922926E+000        -7.3659930795937470E+001         3.5264817302321232E+000        -4.0692723190460744E-001         4.6834620384171979E+000         7.1539233469573693E-001         6.6833620509505217E-005         2.7025514204509732E-001         2.4965357546707441E-003         6.1088850517039030E-003         6.7125366219899716E+000         1.5703995386579459E+000         1.6276809141818499E-001         7.1538827995217480E-001         2.7025800208007322E-001         2.4965659520416548E-003        -1.0000000000000000E+000
  161         7.6989000000000001E+000         2.8490620780095077E-001         2.8490575510933247E-001        -1.1071497968132706E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.7201409511905623E+000        -3.3331563538259936E+000        -7.2853208181585089E+001         3.5297042554881992E+000        -3.9680183438956601E-001         4.6849454186888755E+000         7.1539227667643723E-001         6.6909162309073970E-005         2.7025512570145721E-001         2.4965355816969040E-003         6.1088846284644161E-003         6.7238429336072105E+000         1.5638272629040848E+000         1.5775056407055082E-001         7.1538298663348221E-001         2.7026155570561683E-001         2.4966034701847115E-003        -1.0000000000000000E+000
  162         7.6989000000000001E+000         2.9514277151397006E-001         2.9514230015216081E-001        -1.1393985175713195E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6953988746345066E+000        -3.2690973173361479E+000        -7.2264831588099881E+001         3.5321366687394562E+000        -3.8929562261405171E-001         4.6861286665729507E+000         7.1539225017593278E-001         6.6965283709541300E-005         2.7025509812704002E-001         2.4965352895650115E-003         6.1088839136523533E-003         6.7320731919653154E+000         1.5594656947840981E+000         1.5413625463293468E-001         7.1537740721359211E-001         2.7026520765641976E-001         2.4966420333371255E-003        -1.0000000000000000E+000
  163         7.6989000000000001E+000         3.0427694395576044E-001         3.0427645588206470E-001        -1.1709125723775266E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6744043219408276E+000        -3.2162240214205462E+000        -7.1801180364980127E+001         3.5341144239094389E+000        -3.8275385660717665E-001         4.6868637194759764E+000         7.1539226960916735E-001         6.7008650845651156E-005         2.7025503953365942E-001         2.4965346701110325E-003         6.1088823978974307E-003         6.7385096884545312E+000         1.5560151680961494E+000         1.5137539752013818E-001         7.1537153980368284E-001         2.7026910473732613E-001         2.4966829601596762E-003        -1.0000000000000000E+000
  164         7.6989000000000001E+000         3.1018157285169851E-001         3.1018107394225491E-001        -1.1946779392222460E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6617060161538275E+000        -3.1857726632182111E+000        -7.1553660510642402E+001         3.5352324788584322E+000        -3.7864081361166391E-001         4.6870391978699910E+000         7.1539234401322860E-001         6.7022492469673598E-005         2.7025495697294338E-001         2.4965337992103515E-003         6.1088802668510895E-003         6.7419209071028936E+000         1.5541873524695398E+000         1.4997411407350905E-001         7.1536799714407362E-001         2.7027156818891823E-001         2.4967085494584543E-003        -1.0000000000000000E+000
  165         7.6989000000000001E+000         3.1126793354190851E-001         3.1126743272635815E-001        -1.2178060580598087E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6593356692087406E+000        -3.1829020196931737E+000        -7.1542032293975907E+001         3.5353782355182837E+000        -3.7774715345882337E-001         4.6867497822503710E+000         7.1539236309170906E-001         6.7084719176649775E-005         2.7025488139478371E-001         2.4965329975404705E-003         6.1088783052261290E-003         6.7422345491523989E+000         1.5538239057941239E+000         1.4983879292932029E-001         7.1536577705910542E-001         2.7027261262011965E-001         2.4967195639938773E-003        -1.0000000000000000E+000
  166         7.6989000000000001E+000         3.1236013535608831E-001         3.1235963260303723E-001        -1.2354090913991190E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6568984988758269E+000        -3.1796567647778216E+000        -7.1521099188560044E+001         3.5355391783269940E+000        -3.7685045390978700E-001         4.6864623417470179E+000         7.1539239726464943E-001         6.7140473204747208E-005         2.7025479796378199E-001         2.4965321108596276E-003         6.1088761355841924E-003         6.7426476251865255E+000         1.5533290032228937E+000         1.4965308816410203E-001         7.1536367200421003E-001         2.7027354788740754E-001         2.4967294234645378E-003        -1.0000000000000000E+000
  167         7.6989000000000001E+000         3.1326681487767516E-001         3.1326631049539344E-001        -1.2437916495825535E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6548751599801015E+000        -3.1762652257531014E+000        -7.1492747156523237E+001         3.5356898412387863E+000        -3.7614011028550831E-001         4.6862918097388606E+000         7.1539242931140579E-001         6.7172044101370979E-005         2.7025473895532565E-001         2.4965314825671457E-003         6.1088745981985647E-003         6.7430960118704313E+000         1.5528573752483599E+000         1.4945265207941147E-001         7.1536232413024947E-001         2.7027412572506854E-001         2.4967355000324104E-003        -1.0000000000000000E+000
  168         7.6989000000000001E+000         3.1427430588949312E-001         3.1427379969077263E-001        -1.2539101087788657E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6525555657641009E+000        -3.1728865589063679E+000        -7.1464517871018941E+001         3.5358563431291956E+000        -3.7531331695832731E-001         4.6860273800449539E+000         7.1539247846516152E-001         6.7214792860958864E-005         2.7025465397969695E-001         2.4965305763192526E-003         6.1088723806761395E-003         6.7435652981012204E+000         1.5522485931988090E+000         1.4923013131951005E-001         7.1536050345191537E-001         2.7027484707417504E-001         2.4967430931906133E-003        -1.0000000000000000E+000
  169         7.6989000000000001E+000         3.1536272315631375E-001         3.1536221496882549E-001        -1.2580990675794506E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6501153835982008E+000        -3.1681950944947097E+000        -7.1421769343847188E+001         3.5360542648070581E+000        -3.7448906923110248E-001         4.6858796249511920E+000         7.1539252720335400E-001         6.7237876969136409E-005         2.7025458784015222E-001         2.4965298689344976E-003         6.1088706497560282E-003         6.7441854210455991E+000         1.5516172756795859E+000         1.4894841436908354E-001         7.1535919211796561E-001         2.7027534446332624E-001         2.4967482940254550E-003        -1.0000000000000000E+000
  170         7.6989000000000001E+000         3.1618208092088596E-001         3.1618157122853896E-001        -1.2585540601681889E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6482887060115530E+000        -3.1643050607417647E+000        -7.1386129731368712E+001         3.5362117488799027E+000        -3.7389069858346635E-001         4.6858126372128890E+000         7.1539255970187055E-001         6.7242794774127849E-005         2.7025455359386702E-001         2.4965295016404982E-003         6.1088697510128616E-003         6.7446769337163284E+000         1.5511499160907214E+000         1.4872548620804305E-001         7.1535857136249092E-001         2.7027557369984251E-001         2.4967506555343484E-003        -1.0000000000000000E+000
  171         7.6989000000000001E+000         3.1725680489175151E-001         3.1725629320508553E-001        -1.2554507873211037E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6459972880656668E+000        -3.1583304081995087E+000        -7.1332952537497064E+001         3.5364305981847632E+000        -3.7318268822024470E-001         4.6858784761585683E+000         7.1539259015156820E-001         6.7228320354437436E-005         2.7025453934191834E-001         2.4965293476665088E-003         6.1088693742459843E-003         6.7453725619114273E+000         1.5507300712394856E+000         1.4843301950704738E-001         7.1535841555679403E-001         2.7027565483045385E-001         2.4967514015575426E-003        -1.0000000000000000E+000
  172         7.6989000000000001E+000         3.1835420484235727E-001         3.1835369111201772E-001        -1.2485087748346304E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6438293788595471E+000        -3.1511103388239170E+000        -7.1272349765577403E+001         3.5366642629595324E+000        -3.7256606316672458E-001         4.6861547128477676E+000         7.1539258846395626E-001         6.7177724189660575E-005         2.7025458745254299E-001         2.4965298637210174E-003         6.1088706369864104E-003         6.7461139832919015E+000         1.5506290665583222E+000         1.4815609907029959E-001         7.1535955790289640E-001         2.7027537299552290E-001         2.4967482567481319E-003        -1.0000000000000000E+000
  173         7.6989000000000001E+000         3.1937520353741461E-001         3.1937468790256962E-001        -1.2431315795926477E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6418463191381374E+000        -3.1444369703955659E+000        -7.1218834613575154E+001         3.5368794111275430E+000        -3.7200482964204079E-001         4.6864295890873917E+000         7.1539258606357048E-001         6.7128070009706892E-005         2.7025463532211830E-001         2.4965303794438551E-003         6.1088718989138601E-003         6.7467686523674919E+000         1.5506614649388628E+000         1.4792538369517755E-001         7.1536073546971157E-001         2.7027510413806360E-001         2.4967452452085512E-003        -1.0000000000000000E+000
  174         7.6989000000000001E+000         3.2183175947571191E-001         3.2183123928402241E-001        -1.2389677716108982E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6372860187737781E+000        -3.1292868523106439E+000        -7.1103583904209160E+001         3.5373580974755208E+000        -3.7068205215581784E-001         4.6870690009305198E+000         7.1539256959574726E-001         6.7028922926090244E-005         2.7025473963420038E-001         2.4965315139489084E-003         6.1088746749416506E-003         6.7481991375104116E+000         1.5510450317654991E+000         1.4747068051997736E-001         7.1536341256979263E-001         2.7027463736058244E-001         2.4967399500018597E-003        -1.0000000000000000E+000
  175         7.6989000000000001E+000         3.2890985974034020E-001         3.2890932643212667E-001        -1.2652643182552803E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.6233071993149029E+000        -3.0944416686062284E+000        -7.0835325657011168E+001         3.5386096009856640E+000        -3.6619564944666622E-001         4.6874697766105884E+000         7.1539275218583143E-001         6.7018227922798122E-005         2.7025457797129404E-001         2.4965298241183920E-003         6.1088705400099384E-003         6.7518452879732465E+000         1.5502975531264225E+000         1.4615797402721498E-001         7.1536164439506322E-001         2.7027590568869547E-001         2.4967526798717224E-003        -1.0000000000000000E+000
  176         7.6989000000000001E+000         3.5317464581666236E-001         3.5317406735710949E-001        -1.3604747960533882E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.5759209216034584E+000        -2.9839283869964142E+000        -7.0009181292033645E+001         3.5427925260314717E+000        -3.5086836068255939E-001         4.6877716527086957E+000         7.1539363465848005E-001         6.6967505615219246E-005         2.7025379563849633E-001         2.4965216647442681E-003         6.1088505744488226E-003         6.7633891010687748E+000         1.5494171258523652E+000         1.4222494599628857E-001         7.1535552646084921E-001         2.7027983912193704E-001         2.4967914365797380E-003        -1.0000000000000000E+000
  177         7.6989000000000001E+000         3.6130281748270848E-001         3.6130222368889781E-001        -1.3939296215797774E-015         0.0000000000000000E+000         0.0000000000000000E+000        -1.5605832470048908E+000        -2.9491265510631868E+000        -6.9753373234962353E+001         3.5441616201781212E+000        -3.4593771167657328E-001         4.6876940221216099E+000         7.1539401061258423E-001         6.6944952714940957E-005         2.7025346275055084E-001         2.4965182132629898E-003         6.1088421288591098E-003         6.7669306286126751E+000         1.5500723597749535E+000         1.4114197880453205E-001         7.1535382899014255E-001         2.7028083689233295E-001         2.4968011871411488E-003        -1.0000000000000000E+000
