# source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,l,b,g_mag_abs,g_min_ks,pmra,pmra_error,pmdec,pmdec_error
5896218210200808448,215.582951325220023,0.047884604255281,-53.933212690268242,0.068201647574323,7.113490683535907,0.081874624206277,316.165835827772355,6.586608965617598,10.393333146803812,3.730918884277344,9.295341153615315,0.149910954487745,-48.153393515260333,0.173136072220516
6007195767068684288,228.932450750791617,0.143641537043313,-37.812853871234559,0.093969108761219,7.113770700315525,0.163240418281285,332.001330524639457,16.782628437939188,10.211310697953074,4.180810928344727,-17.650239394077690,0.221510504432084,-22.679214618159520,0.175263993850592
5896007305820042240,215.932700389581214,0.175774429390866,-54.316191868639393,0.243273413925761,7.114493675738412,0.338782931327316,316.224869728893566,6.156215117930181,13.326733324441008,4.390013694763184,-11.040200056449581,0.608041682344948,-26.111479006415436,0.530749024767370
6089342376729003008,211.143694034107057,0.035843999222908,-52.137566348937433,0.049095422150360,7.114566365369705,0.059054218655632,314.178318979195581,9.129935033010719,8.962457643699242,3.732715606689453,-24.109486902135583,0.118935924597375,-14.804052260704763,0.140009194853533
6223529765071203328,219.573363991742895,0.039363686693445,-26.275225418804315,0.038956601773995,7.115186283369985,0.055343168294129,330.897105671632858,30.730205616579852,8.413607003033896,3.129675865173340,-27.449876735035645,0.123901794046893,-37.494465048780690,0.102866668066004
6104514636455206912,216.415662264812880,1.084137158811852,-39.685017762862579,0.966056165090581,7.115824635712197,1.482691985911559,321.995752521065413,19.673208086577983,13.952156685690635,4.082030296325684,-10.810175436463574,1.751852514367694,-13.622378777868619,1.439303786605328
5989407348264153088,237.718777771373055,0.754245058835255,-43.568561161842524,0.417149484677395,7.115927137174891,1.050218095009709,334.020842451478757,8.210812938772877,14.141364524366022,4.203207015991211,-13.549010162127601,2.311039333885198,-9.712897191314720,1.318789833795004
6002120318326513664,234.378247789621611,0.070012562800102,-41.129675393116685,0.043672857481250,7.116393278173955,0.095595530333823,333.582012648331101,11.653560959873007,10.072930906658002,4.040631294250488,-18.911950274200848,0.184749331609429,-25.897330580577396,0.131816278386338
6203185707578874880,222.507156491251749,0.581974872489673,-35.149442123200146,0.363961349810540,7.116517185640372,0.443140577147488,328.739249443800077,21.710601366514467,11.874338382091366,3.139000892639160,-18.983617791128310,1.188396953919275,-13.463056777385530,0.714285589415977
6174621593785125888,206.567082946066108,0.029588188204822,-31.437437679631735,0.034010397888640,7.117354056090273,0.039599183836049,316.431827661659440,29.992903985340568,7.368557917729650,2.767965316772461,-20.763286442396478,0.066568939736010,2.022144247623066,0.079569243218967
6099027940294539264,217.329568049589426,0.029240495915672,-46.049442422477362,0.030540824779826,7.117356743988092,0.047523170191171,320.130634627876248,13.528120852528616,5.142492148439448,1.600898742675781,-45.087314763892891,0.076083951088428,-11.093730854647013,0.068369057081991
5906089488148098048,222.907898312450470,0.073189529899950,-46.786647003939486,0.067430303701189,7.117491754469674,0.090514348875667,323.393654452906901,11.254327145827761,10.819686926459504,4.105051994323730,-23.134167032443486,0.196689391999029,-21.557792868011120,0.169129896709259
5895147423325173760,220.813613461802333,0.520571015383007,-52.211708686097722,0.583532955947029,7.117493772557034,0.932132890411876,319.752286028979938,6.970203679353641,12.903980907635312,3.831345558166504,-29.027715742611594,1.600317717956022,1.838535017161244,1.227315764770490
6116582124466573312,214.948578303018110,0.075218590434566,-38.992458332367391,0.058481020038383,7.118522348200302,0.078259145949722,321.142888616459061,20.734539523257624,10.022777282283251,3.757827758789062,-19.270675687607859,0.153227333211378,-3.422345546827451,0.126130905666856
6221688014374841344,216.558301138182145,0.060624137650133,-27.913749891731996,0.067877078622683,7.118923432266537,0.074312877819825,327.259588713309370,30.441338518584924,4.463280677790932,1.375208854675293,-46.295122680250891,0.151700846136352,-11.735012453248155,0.202102899753187
6201456107071825920,227.769767541015284,0.067416364883371,-32.857726869515368,0.098679531994579,7.118999311444163,0.158906074155643,334.030422763249646,21.449388487090097,7.922545690022076,3.570450782775879,-22.365736146029775,0.123159402964384,-21.776240291605667,0.101264485289111
6204902388831471616,223.836848522367120,0.063555198595703,-33.275602180769937,0.062461268464498,7.119328117318529,0.078686784122625,330.760924824272934,22.815047911258205,8.707713539989989,3.815518379211426,-18.271791958544032,0.123973910034065,-21.468450461598614,0.116157237481477
6200954008215990272,227.991357328637434,0.131408448853824,-34.860765922870009,0.128291889858250,7.119331587893893,0.190212516719423,333.028049752665197,19.670263447394078,10.474735777752137,4.365539550781250,-24.196034296219867,0.262916814699246,-24.118936115663800,0.226347481614141
5896207245129349120,215.844485777103131,0.290563829732659,-54.067087186412202,0.390362896429771,7.119791024653092,0.576129146623970,316.264014980723005,6.407617061366127,13.272395590202443,3.944059371948242,-9.606974723476441,0.958427446584103,-10.786293802723929,0.788978377144962
5988117110018200576,238.711330975230680,1.258936390267694,-46.274758236966697,0.564440092290088,7.119969928020454,1.538655706766831,332.826844207990177,5.678519861642886,14.758784000485395,5.166393280029297,-12.142961398913890,3.731220502450431,-5.323228397862573,2.066789484306178
6197930626119323648,225.646418569208492,0.114236041606965,-38.237072848710454,0.079463397827828,7.119996147756082,0.124011676459012,329.463314014840137,17.786194832228812,10.311244084456298,4.227845191955566,-20.072735480747671,0.183824434451140,-21.096129362669998,0.149677230905472
6123221456708352000,215.201616288546887,0.063194406475619,-33.831673954649446,0.083874156234967,7.120136219767494,0.104095656172319,323.403491229524377,25.462665978289085,9.550996657638571,3.499555587768555,-2.372198626115649,0.285288133829003,-32.467852449922404,0.377978909307326
5991179284332947456,241.902296190147553,0.042599838781328,-44.639116776240989,0.016644856462064,7.120312211310242,0.047558786527207,335.601002183512776,5.434737067378047,8.651432181411430,3.730937004089355,-17.905739895075865,0.097280846290850,-27.288310999628280,0.066785170006185
5905504410523119616,220.782401578691889,0.067318775826715,-48.591644997915743,0.059566010649652,7.120561641032545,0.078534720835672,321.278645680739942,10.260862764124672,10.813518441210121,3.642947196960449,-33.373599664768648,0.185062055101612,-27.123187594681561,0.136808456111057
5988903054706487296,235.918551650691711,0.029095381857290,-44.762508820545584,0.020076228102090,7.120800194927551,0.037062317414367,332.248905248168285,8.083855851730819,5.844242281445322,1.887598037719727,1.907127458155085,0.070002430059790,-28.100125765281319,0.057832502929114
