# source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,l,b,g_mag_abs,bp_rp,pmra,pmra_error,pmdec,pmdec_error, phot_bp_mean_mag, phot_rp_mean_mag, phot_g_mean_mag, astrometric_n_good_obs_al,  astrometric_chi2_al, phot_bp_mean_flux_over_error, phot_rp_mean_flux_over_error, phot_bp_rp_excess_factor
5238850856835580928,162.183401984601403,0.085184004193892,-67.394994821339836,0.084160632609987,6.436792363961351,0.100231441857415,291.529631563575492,-7.280890662572710,11.409514568576938,2.809417724609375,-43.034650218659024,0.154983961270214,1.954166131858195,0.138712172098448,18.954524993896484,16.145107269287109,17.366167068481445,229.000000000000000,324.580963134765625,70.683448791503906,237.099548339843750,1.481504678726196
6131080727169575936,182.783582714058639,0.021561461874625,-46.849940114775634,0.013212915198819,6.437187731996631,0.025249282101993,295.800492196651248,15.462973982818930,7.243846894868248,1.550200462341309,-47.566182035087714,0.032453794610175,-24.864082169213521,0.019816364430350,13.931694030761719,12.381493568420410,13.200366020202637,307.000000000000000,222.974212646484375,731.995971679687500,1043.100463867187500,1.279504537582397
5239799391792479232,161.312549199354635,0.061690026362994,-64.806047350248036,0.056597095899775,6.438829796516464,0.069173587630543,290.010253356005649,-5.148850061092534,10.174545055901017,2.972361564636230,-17.640796610674279,0.125841418311878,9.725097570885634,0.109252446658276,17.830160140991211,14.857798576354980,16.130510330200195,241.000000000000000,589.506835937500000,87.001876831054688,337.692016601562500,1.528877496719360
5347528024928897024,168.277649618163423,0.036665663849140,-53.411601390900692,0.034850723899481,6.438865212447585,0.049032641070333,288.475059217827095,6.677596626059140,9.683737068734494,2.446910858154297,-35.770228005790244,0.075188600392921,10.049502482341886,0.074801342204502,16.959009170532227,14.512098312377930,15.639690399169922,300.000000000000000,529.623291015625000,335.065948486328125,688.681640625000000,1.421045541763306
6055569193447274496,192.777729143160826,0.082975653208364,-61.243148005414284,0.093214717245806,6.439190301668068,0.121195767772526,302.892574302034518,1.628577012932507,11.500649679060956,2.648887634277344,-42.929059002581027,0.159454491415085,-33.522561459477622,0.159744149796105,18.748863220214844,16.099975585937500,17.456493377685547,298.000000000000000,520.932861328125000,19.687719345092773,101.976097106933594,1.709012150764465
6081739872295279616,199.828313342584153,0.039063055446865,-49.650660330205170,0.048276268217690,6.439666149880886,0.074500663711319,307.555610840219003,12.970672067269623,10.162469382984614,2.555273056030273,2.286637610508275,0.113419861367029,-38.656288650646871,0.113416346606844,17.506111145019531,14.950838088989258,16.118152618408203,475.000000000000000,714.698120117187500,202.507675170898438,883.408874511718750,1.452567100524902
6129892807936815104,181.695703139679324,0.112802179321530,-49.233792340067637,0.110424711969431,6.440043565092703,0.190956445543052,295.477031886266332,12.990501301206313,12.214386882086949,3.001867294311523,-18.264246873424188,0.255766852706447,-19.153177176917303,0.176288720325025,19.828023910522461,16.826156616210938,18.169942855834961,400.000000000000000,525.432312011718750,23.984170913696289,151.265350341796875,1.627924084663391
5346606569776062464,170.869347620327744,0.027079396425470,-53.891362496798827,0.022346365077478,6.440140067146219,0.033965329182047,290.092505211340949,6.773179307826867,3.020751055204567,0.570741653442383,-22.613339808578051,0.050287873565910,3.181405628620129,0.039229652689746,9.209746360778809,8.639004707336426,8.976274490356445,286.000000000000000,622.265747070312500,935.038146972656250,660.191040039062500,1.172522544860840
5369740363135364096,174.495600792569689,0.033056837088840,-51.365915512777306,0.027855749718353,6.440569106532088,0.049873576822905,291.415620406230971,9.855891807910178,9.574033492188175,2.361488342285156,5.726541589347105,0.067073579906832,-27.718435635252227,0.051215646406085,16.783504486083984,14.422016143798828,15.529412269592285,354.000000000000000,651.598083496093750,209.900985717773438,570.649841308593750,1.412332415580750
5334155489629760512,174.692363458675118,0.063185121977896,-61.802334540822862,0.059104533601095,6.440634867206175,0.067433093716737,294.459945261956364,-0.131741920878438,6.881437293582721,1.675302505493164,-23.569440540491573,0.132452344640543,3.135023576417617,0.114025734228710,13.587136268615723,11.911833763122559,12.836793899536133,256.000000000000000,2049.921875000000000,208.569961547851562,250.338867187500000,1.365975499153137
5239649239739551744,162.230321961848716,0.091332541907238,-64.470188727224553,0.079023157549542,6.440658397351468,0.100650419315516,290.204854665238827,-4.669540192302835,11.360843954218875,3.611041069030762,-17.869917768060741,0.205593229661514,10.659496063910565,0.157430042184183,19.510896682739258,15.899855613708496,17.316192626953125,243.000000000000000,460.497406005859375,20.453952789306641,226.060775756835938,1.667330741882324
6073752916764981248,192.245458823390180,0.110282200611273,-55.075261985284619,0.173168139595329,6.440706119346716,0.261388966012260,302.577119099698280,7.794796008760977,11.528277569907914,2.441814422607422,-19.597451431673363,0.269634114712491,9.023214088243661,0.286709301897592,18.779088973999023,16.337274551391602,17.483610153198242,788.000000000000000,4250.633300781250000,78.310081481933594,495.941131591796875,1.446831941604614
5866276378259835904,209.950521223524078,0.328454522159491,-61.944833571845571,0.352807655105502,6.440824607107616,0.534873841626696,310.876984244050902,-0.132233322463579,14.187333172992147,0.348752975463867,-30.995283119619085,0.558013716555491,-29.455558856968217,0.719471469693073,20.155685424804688,19.806932449340820,20.142625808715820,395.000000000000000,343.236389160156250,14.712011337280273,12.309110641479492,1.304773330688477
5842565375650880512,185.978215214108019,0.121778018947183,-71.979664637437651,0.105925877226700,6.440880529876443,0.133875196643602,300.779963554565825,-9.223016707217512,11.998808707121583,3.218770980834961,5.737621392764719,0.233858720149954,25.987355476304685,0.203859403668286,19.815130233764648,16.596359252929688,17.954082489013672,255.000000000000000,387.700897216796875,27.465679168701172,144.100158691406250,1.619750976562500
5840358449659013120,196.537943003061429,0.050224350934788,-72.506085426743113,0.045306537690830,6.441311958246578,0.058682774326308,304.052909156796886,-9.666368618669344,10.401530600138937,2.677996635437012,-11.737855365328812,0.097791008583451,25.747272962709545,0.090423120213478,17.837619781494141,15.159623146057129,16.356658935546875,279.000000000000000,489.807922363281250,136.278121948242188,562.597412109375000,1.470452666282654
5850498248994126848,205.893042280769720,0.057509178013128,-68.114711594024499,0.070154550363361,6.441353195531209,0.088144224137449,307.778388303829217,-5.734886307486186,10.694560935578469,3.242470741271973,-26.969816168288730,0.102317469207355,-2.246359515823822,0.126207157511790,18.574405670166016,15.331934928894043,16.649675369262695,254.000000000000000,463.601928710937500,47.068744659423828,201.329650878906250,1.558438777923584
